,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
0,1,172.30.74.51,=>,92.3Kb,92.3Kb,92.3Kb,23.1KB,2023-12-07-11-56-06,23100,2023-12-07 11:56:06
1,,136.231.7.16,<=,11.9Mb,11.9Mb,11.9Mb,2.98MB,2023-12-07-11-56-06,2980000,2023-12-07 11:56:06
2,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-56-06,99,2023-12-07 11:56:06
3,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-56-06,284,2023-12-07 11:56:06
4,1,172.30.74.51,=>,15.3Kb,15.3Kb,15.3Kb,3.82KB,2023-12-07-12-02-37,3820,2023-12-07 12:02:37
5,,136.231.7.16,<=,1.05Mb,1.05Mb,1.05Mb,269KB,2023-12-07-12-02-37,269000,2023-12-07 12:02:37
6,2,172.30.74.51,=>,0.98Kb,0.98Kb,0.98Kb,252B,2023-12-07-12-02-37,252,2023-12-07 12:02:37
7,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-02-37,551,2023-12-07 12:02:37
8,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-02-37,0,2023-12-07 12:02:37
9,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-02-37,77,2023-12-07 12:02:37
10,1,172.30.74.51,=>,186Kb,186Kb,186Kb,46.6KB,2023-12-07-11-54-23,46600,2023-12-07 11:54:23
11,,136.231.7.16,<=,20.0Mb,20.0Mb,20.0Mb,4.99MB,2023-12-07-11-54-23,4990000,2023-12-07 11:54:23
12,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-54-23,340,2023-12-07 11:54:23
13,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-11-54-23,568,2023-12-07 11:54:23
14,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-23,0,2023-12-07 11:54:23
15,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-54-23,77,2023-12-07 11:54:23
16,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.0KB,2023-12-07-12-03-00,46000,2023-12-07 12:03:00
17,,136.231.7.16,<=,20.9Mb,20.9Mb,20.9Mb,5.22MB,2023-12-07-12-03-00,5220000,2023-12-07 12:03:00
18,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-03-00,340,2023-12-07 12:03:00
19,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-03-00,977,2023-12-07 12:03:00
20,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-03-00,0,2023-12-07 12:03:00
21,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-03-00,154,2023-12-07 12:03:00
22,1,172.30.74.51,=>,189Kb,189Kb,189Kb,47.3KB,2023-12-07-11-53-38,47300,2023-12-07 11:53:38
23,,136.231.7.16,<=,22.5Mb,22.5Mb,22.5Mb,5.62MB,2023-12-07-11-53-38,5620000,2023-12-07 11:53:38
24,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-53-38,241,2023-12-07 11:53:38
25,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-53-38,693,2023-12-07 11:53:38
26,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-53-38,0,2023-12-07 11:53:38
27,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-53-38,154,2023-12-07 11:53:38
28,1,172.30.74.51,=>,12.1Kb,12.1Kb,12.1Kb,3.02KB,2023-12-07-12-05-48,3020,2023-12-07 12:05:48
29,,136.231.7.16,<=,325Kb,325Kb,325Kb,81.3KB,2023-12-07-12-05-48,81300,2023-12-07 12:05:48
30,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-05-48,99,2023-12-07 12:05:48
31,,l03236.mshome.net,<=,1.52Kb,1.52Kb,1.52Kb,388B,2023-12-07-12-05-48,388,2023-12-07 12:05:48
32,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-05-48,0,2023-12-07 12:05:48
33,,l03236.mshome.net,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-05-48,401,2023-12-07 12:05:48
34,1,172.30.74.51,=>,279Kb,279Kb,279Kb,69.7KB,2023-12-07-12-07-10,69700,2023-12-07 12:07:10
35,,136.231.7.16,<=,31.4Mb,31.4Mb,31.4Mb,7.86MB,2023-12-07-12-07-10,7860000,2023-12-07 12:07:10
36,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-07-10,241,2023-12-07 12:07:10
37,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-07-10,693,2023-12-07 12:07:10
38,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-07-10,0,2023-12-07 12:07:10
39,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-07-10,154,2023-12-07 12:07:10
40,1,172.30.74.51,=>,9.40Kb,9.40Kb,9.40Kb,2.35KB,2023-12-07-12-06-08,2350,2023-12-07 12:06:08
41,,136.231.7.16,<=,838Kb,838Kb,838Kb,209KB,2023-12-07-12-06-08,209000,2023-12-07 12:06:08
42,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-06-08,99,2023-12-07 12:06:08
43,,172.30.64.1,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-06-08,690,2023-12-07 12:06:08
44,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-06-08,0,2023-12-07 12:06:08
45,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-06-08,77,2023-12-07 12:06:08
46,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-48-59,99,2023-12-07 11:48:59
47,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-11-48-59,426,2023-12-07 11:48:59
48,1,172.30.74.51,=>,277Kb,277Kb,277Kb,69.2KB,2023-12-07-12-02-10,69200,2023-12-07 12:02:10
49,,136.231.7.16,<=,32.8Mb,32.8Mb,32.8Mb,8.19MB,2023-12-07-12-02-10,8189999,2023-12-07 12:02:10
50,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-02-10,410,2023-12-07 12:02:10
51,,172.30.64.1,<=,4.37Kb,4.37Kb,4.37Kb,1.09KB,2023-12-07-12-02-10,1090,2023-12-07 12:02:10
52,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-02-10,0,2023-12-07 12:02:10
53,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-02-10,308,2023-12-07 12:02:10
54,1,172.30.74.51,=>,93.5Kb,93.5Kb,93.5Kb,23.4KB,2023-12-07-11-56-00,23400,2023-12-07 11:56:00
55,,136.231.7.16,<=,12.8Mb,12.8Mb,12.8Mb,3.21MB,2023-12-07-11-56-00,3210000,2023-12-07 11:56:00
56,2,172.30.74.51,=>,612b,612b,612b,153B,2023-12-07-11-56-00,153,2023-12-07 11:56:00
57,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-56-00,551,2023-12-07 11:56:00
58,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-00,0,2023-12-07 11:56:00
59,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-56-00,77,2023-12-07 11:56:00
60,1,172.30.74.51,=>,87.8Kb,87.8Kb,87.8Kb,21.9KB,2023-12-07-11-52-08,21900,2023-12-07 11:52:08
61,,136.231.7.16,<=,10.4Mb,10.4Mb,10.4Mb,2.60MB,2023-12-07-11-52-08,2600000,2023-12-07 11:52:08
62,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-52-08,99,2023-12-07 11:52:08
63,,172.30.64.1,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-12-07-11-52-08,409,2023-12-07 11:52:08
64,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-52-08,0,2023-12-07 11:52:08
65,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-52-08,77,2023-12-07 11:52:08
66,1,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,312B,2023-12-07-12-06-02,312,2023-12-07 12:06:02
67,,136.231.7.16,<=,110Kb,110Kb,110Kb,27.6KB,2023-12-07-12-06-02,27600,2023-12-07 12:06:02
68,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-06-02,0,2023-12-07 12:06:02
69,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-06-02,426,2023-12-07 12:06:02
70,3,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-06-02,0,2023-12-07 12:06:02
71,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-06-02,68,2023-12-07 12:06:02
72,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.5KB,2023-12-07-12-01-15,45500,2023-12-07 12:01:15
73,,136.231.7.16,<=,25.3Mb,25.3Mb,25.3Mb,6.32MB,2023-12-07-12-01-15,6320000,2023-12-07 12:01:15
74,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-01-15,241,2023-12-07 12:01:15
75,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-01-15,693,2023-12-07 12:01:15
76,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-01-15,0,2023-12-07 12:01:15
77,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-01-15,154,2023-12-07 12:01:15
78,1,172.30.74.51,=>,177Kb,177Kb,177Kb,44.3KB,2023-12-07-12-00-55,44300,2023-12-07 12:00:55
79,,136.231.7.16,<=,22.0Mb,22.0Mb,22.0Mb,5.49MB,2023-12-07-12-00-55,5490000,2023-12-07 12:00:55
80,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-00-55,241,2023-12-07 12:00:55
81,,172.30.64.1,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-12-07-12-00-55,710,2023-12-07 12:00:55
82,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-00-55,0,2023-12-07 12:00:55
83,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-00-55,77,2023-12-07 12:00:55
84,1,172.30.74.51,=>,600b,600b,600b,150B,2023-12-07-12-04-37,150,2023-12-07 12:04:37
85,,l03236.mshome.net,<=,2.14Kb,2.14Kb,2.14Kb,548B,2023-12-07-12-04-37,548,2023-12-07 12:04:37
86,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-04-37,0,2023-12-07 12:04:37
87,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-04-37,77,2023-12-07 12:04:37
88,1,172.30.74.51,=>,186Kb,186Kb,186Kb,46.4KB,2023-12-07-11-55-54,46400,2023-12-07 11:55:54
89,,136.231.7.16,<=,22.8Mb,22.8Mb,22.8Mb,5.69MB,2023-12-07-11-55-54,5690000,2023-12-07 11:55:54
90,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-55-54,241,2023-12-07 11:55:54
91,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-55-54,693,2023-12-07 11:55:54
92,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-55-54,0,2023-12-07 11:55:54
93,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-55-54,154,2023-12-07 11:55:54
94,1,172.30.74.51,=>,91.4Kb,91.4Kb,91.4Kb,22.9KB,2023-12-07-11-57-27,22900,2023-12-07 11:57:27
95,,136.231.7.16,<=,11.9Mb,11.9Mb,11.9Mb,2.96MB,2023-12-07-11-57-27,2960000,2023-12-07 11:57:27
96,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-57-27,0,2023-12-07 11:57:27
97,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-57-27,284,2023-12-07 11:57:27
98,1,172.30.74.51,=>,59.7Kb,59.7Kb,59.7Kb,14.9KB,2023-12-07-11-56-25,14900,2023-12-07 11:56:25
99,,136.231.7.16,<=,6.35Mb,6.35Mb,6.35Mb,1.59MB,2023-12-07-11-56-25,1590000,2023-12-07 11:56:25
100,2,172.30.74.51,=>,400b,400b,400b,100B,2023-12-07-11-56-25,100,2023-12-07 11:56:25
101,,172.30.64.1,<=,2.16Kb,2.16Kb,2.16Kb,553B,2023-12-07-11-56-25,553,2023-12-07 11:56:25
102,1,172.30.74.51,=>,400b,400b,400b,100B,2023-12-07-11-49-01,100,2023-12-07 11:49:01
103,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-12-07-11-49-01,428,2023-12-07 11:49:01
104,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-11-49-01,0,2023-12-07 11:49:01
105,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-11-49-01,77,2023-12-07 11:49:01
106,1,172.30.74.51,=>,276Kb,276Kb,276Kb,69.1KB,2023-12-07-11-59-24,69100,2023-12-07 11:59:24
107,,136.231.7.16,<=,33.2Mb,33.2Mb,33.2Mb,8.31MB,2023-12-07-11-59-24,8310000,2023-12-07 11:59:24
108,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-59-24,241,2023-12-07 11:59:24
109,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-59-24,693,2023-12-07 11:59:24
110,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-59-24,0,2023-12-07 11:59:24
111,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-59-24,154,2023-12-07 11:59:24
112,1,172.30.74.51,=>,93.3Kb,93.3Kb,93.3Kb,23.3KB,2023-12-07-11-51-00,23300,2023-12-07 11:51:00
113,,136.231.7.16,<=,10.7Mb,10.7Mb,10.7Mb,2.68MB,2023-12-07-11-51-00,2680000,2023-12-07 11:51:00
114,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-51-00,0,2023-12-07 11:51:00
115,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-12-07-11-51-00,290,2023-12-07 11:51:00
116,1,172.30.74.51,=>,41.2Kb,41.2Kb,41.2Kb,10.3KB,2023-12-07-12-05-15,10300,2023-12-07 12:05:15
117,,136.231.7.16,<=,2.31Mb,2.31Mb,2.31Mb,592KB,2023-12-07-12-05-15,592000,2023-12-07 12:05:15
118,2,172.30.74.51,=>,880b,880b,880b,220B,2023-12-07-12-05-15,220,2023-12-07 12:05:15
119,,172.30.64.1,<=,1.52Kb,1.52Kb,1.52Kb,390B,2023-12-07-12-05-15,390,2023-12-07 12:05:15
120,1,172.30.74.51,=>,80.7Kb,80.7Kb,80.7Kb,20.2KB,2023-12-07-11-55-40,20200,2023-12-07 11:55:40
121,,136.231.7.16,<=,7.96Mb,7.96Mb,7.96Mb,1.99MB,2023-12-07-11-55-40,1990000,2023-12-07 11:55:40
122,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-55-40,99,2023-12-07 11:55:40
123,,172.30.64.1,<=,2.23Kb,2.23Kb,2.23Kb,570B,2023-12-07-11-55-40,570,2023-12-07 11:55:40
124,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-55-40,0,2023-12-07 11:55:40
125,,172.30.64.1,<=,312b,312b,312b,78B,2023-12-07-11-55-40,78,2023-12-07 11:55:40
126,1,172.30.74.51,=>,185Kb,185Kb,185Kb,46.3KB,2023-12-07-12-01-32,46300,2023-12-07 12:01:32
127,,136.231.7.16,<=,23.7Mb,23.7Mb,23.7Mb,5.92MB,2023-12-07-12-01-32,5920000,2023-12-07 12:01:32
128,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-01-32,295,2023-12-07 12:01:32
129,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-01-32,551,2023-12-07 12:01:32
130,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-01-32,0,2023-12-07 12:01:32
131,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-01-32,154,2023-12-07 12:01:32
132,1,172.30.74.51,=>,180Kb,180Kb,180Kb,45.1KB,2023-12-07-11-50-17,45100,2023-12-07 11:50:17
133,,136.231.7.16,<=,23.7Mb,23.7Mb,23.7Mb,5.94MB,2023-12-07-11-50-17,5940000,2023-12-07 11:50:17
134,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-50-17,241,2023-12-07 11:50:17
135,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-50-17,693,2023-12-07 11:50:17
136,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-50-17,0,2023-12-07 11:50:17
137,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-11-50-17,154,2023-12-07 11:50:17
138,1,172.30.74.51,=>,89.0Kb,89.0Kb,89.0Kb,22.2KB,2023-12-07-11-53-56,22200,2023-12-07 11:53:56
139,,136.231.7.16,<=,15.8Mb,15.8Mb,15.8Mb,3.96MB,2023-12-07-11-53-56,3960000,2023-12-07 11:53:56
140,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-53-56,0,2023-12-07 11:53:56
141,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-11-53-56,551,2023-12-07 11:53:56
142,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-53-56,0,2023-12-07 11:53:56
143,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-53-56,77,2023-12-07 11:53:56
144,1,172.30.74.51,=>,94.5Kb,94.5Kb,94.5Kb,23.6KB,2023-12-07-11-52-06,23600,2023-12-07 11:52:06
145,,136.231.7.16,<=,10.3Mb,10.3Mb,10.3Mb,2.58MB,2023-12-07-11-52-06,2580000,2023-12-07 11:52:06
146,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-11-52-06,0,2023-12-07 11:52:06
147,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-11-52-06,142,2023-12-07 11:52:06
148,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.5KB,2023-12-07-11-56-19,45500,2023-12-07 11:56:19
149,,136.231.7.16,<=,19.2Mb,19.2Mb,19.2Mb,4.79MB,2023-12-07-11-56-19,4790000,2023-12-07 11:56:19
150,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-56-19,241,2023-12-07 11:56:19
151,,172.30.64.1,<=,2.23Kb,2.23Kb,2.23Kb,570B,2023-12-07-11-56-19,570,2023-12-07 11:56:19
152,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-19,0,2023-12-07 11:56:19
153,,172.30.64.1,<=,620b,620b,620b,155B,2023-12-07-11-56-19,155,2023-12-07 11:56:19
154,1,172.30.74.51,=>,188Kb,188Kb,188Kb,47.1KB,2023-12-07-12-00-31,47100,2023-12-07 12:00:31
155,,136.231.7.16,<=,24.5Mb,24.5Mb,24.5Mb,6.13MB,2023-12-07-12-00-31,6130000,2023-12-07 12:00:31
156,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-00-31,241,2023-12-07 12:00:31
157,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-00-31,426,2023-12-07 12:00:31
158,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-00-31,0,2023-12-07 12:00:31
159,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-00-31,77,2023-12-07 12:00:31
160,1,172.30.74.51,=>,97.2Kb,97.2Kb,97.2Kb,24.3KB,2023-12-07-11-56-21,24300,2023-12-07 11:56:21
161,,136.231.7.16,<=,10.1Mb,10.1Mb,10.1Mb,2.52MB,2023-12-07-11-56-21,2520000,2023-12-07 11:56:21
162,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-56-21,99,2023-12-07 11:56:21
163,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-11-56-21,693,2023-12-07 11:56:21
164,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-56-21,0,2023-12-07 11:56:21
165,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-11-56-21,77,2023-12-07 11:56:21
166,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-05-02,99,2023-12-07 12:05:02
167,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-05-02,284,2023-12-07 12:05:02
168,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-04-10,99,2023-12-07 12:04:10
169,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-04-10,142,2023-12-07 12:04:10
170,1,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-04-20,0,2023-12-07 12:04:20
171,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-04-20,426,2023-12-07 12:04:20
172,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-04-20,0,2023-12-07 12:04:20
173,,l03236.mshome.net,<=,620b,620b,620b,155B,2023-12-07-12-04-20,155,2023-12-07 12:04:20
174,1,172.30.74.51,=>,287Kb,287Kb,287Kb,71.8KB,2023-12-07-11-58-48,71800,2023-12-07 11:58:48
175,,136.231.7.16,<=,36.0Mb,36.0Mb,36.0Mb,9.01MB,2023-12-07-11-58-48,9010000,2023-12-07 11:58:48
176,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-11-58-48,241,2023-12-07 11:58:48
177,,172.30.64.1,<=,3.27Kb,3.27Kb,3.27Kb,837B,2023-12-07-11-58-48,837,2023-12-07 11:58:48
178,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-58-48,0,2023-12-07 11:58:48
179,,172.30.64.1,<=,908b,908b,908b,227B,2023-12-07-11-58-48,227,2023-12-07 11:58:48
180,1,172.30.74.51,=>,280Kb,280Kb,280Kb,70.1KB,2023-12-07-11-54-51,70100,2023-12-07 11:54:51
181,,136.231.7.16,<=,33.5Mb,33.5Mb,33.5Mb,8.37MB,2023-12-07-11-54-51,8369999,2023-12-07 11:54:51
182,2,172.30.74.51,=>,2.01Kb,2.01Kb,2.01Kb,514B,2023-12-07-11-54-51,514,2023-12-07 11:54:51
183,,172.30.64.1,<=,4.93Kb,4.93Kb,4.93Kb,1.23KB,2023-12-07-11-54-51,1230,2023-12-07 11:54:51
184,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-54-51,0,2023-12-07 11:54:51
185,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-11-54-51,308,2023-12-07 11:54:51
186,4,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-11-54-51,0,2023-12-07 11:54:51
187,,172.30.64.1,<=,612b,612b,612b,153B,2023-12-07-11-54-51,153,2023-12-07 11:54:51
188,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.1KB,2023-12-07-12-00-05,46100,2023-12-07 12:00:05
189,,136.231.7.16,<=,22.3Mb,22.3Mb,22.3Mb,5.57MB,2023-12-07-12-00-05,5570000,2023-12-07 12:00:05
190,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-00-05,295,2023-12-07 12:00:05
191,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-00-05,977,2023-12-07 12:00:05
192,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-00-05,0,2023-12-07 12:00:05
193,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-00-05,154,2023-12-07 12:00:05
194,1,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-04-32,0,2023-12-07 12:04:32
195,,l03236.mshome.net,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-12-07-12-04-32,409,2023-12-07 12:04:32
196,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-04-32,0,2023-12-07 12:04:32
197,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-04-32,77,2023-12-07 12:04:32
198,1,172.30.74.51,=>,96.9Kb,96.9Kb,96.9Kb,24.2KB,2023-12-07-11-57-06,24200,2023-12-07 11:57:06
199,,136.231.7.16,<=,12.2Mb,12.2Mb,12.2Mb,3.04MB,2023-12-07-11-57-06,3040000,2023-12-07 11:57:06
200,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-11-57-06,99,2023-12-07 11:57:06
201,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-11-57-06,284,2023-12-07 11:57:06
202,1,172.30.74.51,=>,290Kb,290Kb,290Kb,72.6KB,2023-12-07-11-53-51,72600,2023-12-07 11:53:51
203,,136.231.7.16,<=,35.8Mb,35.8Mb,35.8Mb,8.96MB,2023-12-07-11-53-51,8960000,2023-12-07 11:53:51
204,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-11-53-51,340,2023-12-07 11:53:51
205,,172.30.64.1,<=,3.29Kb,3.29Kb,3.29Kb,841B,2023-12-07-11-53-51,841,2023-12-07 11:53:51
206,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-11-53-51,0,2023-12-07 11:53:51
207,,172.30.64.1,<=,628b,628b,628b,157B,2023-12-07-11-53-51,157,2023-12-07 11:53:51
208,1,172.30.74.51,=>,21.5Kb,21.5Kb,21.5Kb,5.38KB,2023-12-07-12-06-22,5380,2023-12-07 12:06:22
209,,136.231.7.16,<=,1.54Mb,1.54Mb,1.54Mb,393KB,2023-12-07-12-06-22,393000,2023-12-07 12:06:22
210,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-06-22,219,2023-12-07 12:06:22
211,,172.30.64.1,<=,2.62Kb,2.62Kb,2.62Kb,672B,2023-12-07-12-06-22,672,2023-12-07 12:06:22
212,1,172.30.74.51,=>,804b,804b,804b,201B,2023-12-07-12-04-51,201,2023-12-07 12:04:51
213,,l03236.mshome.net,<=,2.24Kb,2.24Kb,2.24Kb,574B,2023-12-07-12-04-51,574,2023-12-07 12:04:51
214,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-04-51,0,2023-12-07 12:04:51
215,,l03236.mshome.net,<=,320b,320b,320b,80B,2023-12-07-12-04-51,80,2023-12-07 12:04:51
216,1,172.30.74.51,=>,612b,612b,612b,153B,2023-12-07-12-04-49,153,2023-12-07 12:04:49
217,,l03236.mshome.net,<=,2.16Kb,2.16Kb,2.16Kb,553B,2023-12-07-12-04-49,553,2023-12-07 12:04:49
218,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-04-49,0,2023-12-07 12:04:49
219,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-04-49,77,2023-12-07 12:04:49
220,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.3KB,2023-12-07-12-02-15,45300,2023-12-07 12:02:15
221,,136.231.7.16,<=,20.9Mb,20.9Mb,20.9Mb,5.23MB,2023-12-07-12-02-15,5230000,2023-12-07 12:02:15
222,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-02-15,410,2023-12-07 12:02:15
223,,172.30.64.1,<=,4.37Kb,4.37Kb,4.37Kb,1.09KB,2023-12-07-12-02-15,1090,2023-12-07 12:02:15
