,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1318,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-12-49,241,2023-11-24 16:12:49
1319,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-12-49,426,2023-11-24 16:12:49
1320,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-49,0,2023-11-24 16:12:49
1321,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-12-49,154,2023-11-24 16:12:49
1322,1,172.30.74.51,=>,106Kb,106Kb,106Kb,26.5KB,2023-11-24-16-12-45,26500,2023-11-24 16:12:45
1323,,s3-r-w.eu-central-1.amazonaws.com,<=,28.1Mb,28.1Mb,28.1Mb,7.03MB,2023-11-24-16-12-45,7030000,2023-11-24 16:12:45
1324,2,172.30.74.51,=>,976b,976b,976b,244B,2023-11-24-16-12-45,244,2023-11-24 16:12:45
1325,,l03236.mshome.net,<=,592b,592b,592b,148B,2023-11-24-16-12-45,148,2023-11-24 16:12:45
1326,3,172.30.74.51,=>,764b,764b,764b,191B,2023-11-24-16-12-45,191,2023-11-24 16:12:45
1327,,s3-r-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-12-45,111,2023-11-24 16:12:45
1328,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-45,0,2023-11-24 16:12:45
1329,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-12-45,154,2023-11-24 16:12:45
1330,1,172.30.74.51,=>,267Kb,267Kb,267Kb,66.8KB,2023-11-24-16-12-13,66800,2023-11-24 16:12:13
1331,,s3-r-w.eu-central-1.amazonaws.com,<=,46.1Mb,46.1Mb,46.1Mb,11.5MB,2023-11-24-16-12-13,11500000,2023-11-24 16:12:13
1332,2,172.30.74.51,=>,1.86Kb,1.86Kb,1.86Kb,477B,2023-11-24-16-12-13,477,2023-11-24 16:12:13
1333,,l03236.mshome.net,<=,3.72Kb,3.72Kb,3.72Kb,952B,2023-11-24-16-12-13,952,2023-11-24 16:12:13
1334,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-13,0,2023-11-24 16:12:13
1335,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-12-13,308,2023-11-24 16:12:13
1336,1,172.30.74.51,=>,260Kb,260Kb,260Kb,64.9KB,2023-11-24-16-10-21,64900,2023-11-24 16:10:21
1337,,s3-r-w.eu-central-1.amazonaws.com,<=,36.6Mb,36.6Mb,36.6Mb,9.16MB,2023-11-24-16-10-21,9160000,2023-11-24 16:10:21
1338,2,172.30.74.51,=>,1.86Kb,1.86Kb,1.86Kb,477B,2023-11-24-16-10-21,477,2023-11-24 16:10:21
1339,,l03236.mshome.net,<=,3.72Kb,3.72Kb,3.72Kb,952B,2023-11-24-16-10-21,952,2023-11-24 16:10:21
1340,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-10-21,0,2023-11-24 16:10:21
1341,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-10-21,308,2023-11-24 16:10:21
1342,1,172.30.74.51,=>,116Kb,116Kb,116Kb,29.0KB,2023-11-24-16-14-59,29000,2023-11-24 16:14:59
1343,,s3-r-w.eu-central-1.amazonaws.com,<=,28.9Mb,28.9Mb,28.9Mb,7.22MB,2023-11-24-16-14-59,7220000,2023-11-24 16:14:59
1344,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-14-59,241,2023-11-24 16:14:59
1345,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-14-59,284,2023-11-24 16:14:59
1346,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-59,0,2023-11-24 16:14:59
1347,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-14-59,77,2023-11-24 16:14:59
1348,1,172.30.74.51,=>,249Kb,249Kb,249Kb,62.2KB,2023-11-24-16-13-46,62200,2023-11-24 16:13:46
1349,,s3-r-w.eu-central-1.amazonaws.com,<=,46.5Mb,46.5Mb,46.5Mb,11.6MB,2023-11-24-16-13-46,11600000,2023-11-24 16:13:46
1350,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-13-46,480,2023-11-24 16:13:46
1351,,l03236.mshome.net,<=,3.74Kb,3.74Kb,3.74Kb,958B,2023-11-24-16-13-46,958,2023-11-24 16:13:46
1352,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-46,0,2023-11-24 16:13:46
1353,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-13-46,154,2023-11-24 16:13:46
1354,1,172.30.74.51,=>,152Kb,152Kb,152Kb,38.1KB,2023-11-24-16-15-49,38100,2023-11-24 16:15:49
1355,,s3-r-w.eu-central-1.amazonaws.com,<=,31.9Mb,31.9Mb,31.9Mb,7.96MB,2023-11-24-16-15-49,7960000,2023-11-24 16:15:49
1356,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-15-49,480,2023-11-24 16:15:49
1357,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-15-49,816,2023-11-24 16:15:49
1358,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-49,0,2023-11-24 16:15:49
1359,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-15-49,154,2023-11-24 16:15:49
1360,4,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-15-49,0,2023-11-24 16:15:49
1361,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-15-49,68,2023-11-24 16:15:49
1362,5,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-15-49,0,2023-11-24 16:15:49
1363,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-15-49,68,2023-11-24 16:15:49
1364,1,172.30.74.51,=>,93.3Kb,93.3Kb,93.3Kb,23.3KB,2023-11-24-16-20-08,23300,2023-11-24 16:20:08
1365,,s3-w.eu-central-1.amazonaws.com,<=,11.1Mb,11.1Mb,11.1Mb,2.77MB,2023-11-24-16-20-08,2770000,2023-11-24 16:20:08
1366,2,172.30.74.51,=>,50.0Kb,50.0Kb,50.0Kb,12.5KB,2023-11-24-16-20-08,12500,2023-11-24 16:20:08
1367,,s3-w.eu-central-1.amazonaws.com,<=,6.58Mb,6.58Mb,6.58Mb,1.64MB,2023-11-24-16-20-08,1640000,2023-11-24 16:20:08
1368,3,172.30.74.51,=>,55.1Kb,55.1Kb,55.1Kb,13.8KB,2023-11-24-16-20-08,13800,2023-11-24 16:20:08
1369,,s3-w.eu-central-1.amazonaws.com,<=,3.29Mb,3.29Mb,3.29Mb,842KB,2023-11-24-16-20-08,842000,2023-11-24 16:20:08
1370,4,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,342B,2023-11-24-16-20-08,342,2023-11-24 16:20:08
1371,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-20-08,426,2023-11-24 16:20:08
1372,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-08,40,2023-11-24 16:20:08
1373,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-16-20-08,71,2023-11-24 16:20:08
1374,6,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-08,40,2023-11-24 16:20:08
1375,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-16-20-08,71,2023-11-24 16:20:08
1376,7,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-08,40,2023-11-24 16:20:08
1377,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-20-08,40,2023-11-24 16:20:08
1378,8,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-20-08,0,2023-11-24 16:20:08
1379,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-20-08,77,2023-11-24 16:20:08
1380,1,172.30.74.51,=>,208Kb,208Kb,208Kb,52.1KB,2023-11-24-16-06-53,52100,2023-11-24 16:06:53
1381,,s3-r-w.eu-central-1.amazonaws.com,<=,37.8Mb,37.8Mb,37.8Mb,9.44MB,2023-11-24-16-06-53,9440000,2023-11-24 16:06:53
1382,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,482B,2023-11-24-16-06-53,482,2023-11-24 16:06:53
1383,,l03236.mshome.net,<=,3.76Kb,3.76Kb,3.76Kb,962B,2023-11-24-16-06-53,962,2023-11-24 16:06:53
1384,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-06-53,0,2023-11-24 16:06:53
1385,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-06-53,77,2023-11-24 16:06:53
1386,1,172.30.74.51,=>,124Kb,124Kb,124Kb,31.1KB,2023-11-24-16-12-51,31100,2023-11-24 16:12:51
1387,,s3-r-w.eu-central-1.amazonaws.com,<=,27.5Mb,27.5Mb,27.5Mb,6.87MB,2023-11-24-16-12-51,6870000,2023-11-24 16:12:51
1388,2,172.30.74.51,=>,848b,848b,848b,212B,2023-11-24-16-12-51,212,2023-11-24 16:12:51
1389,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,285B,2023-11-24-16-12-51,285,2023-11-24 16:12:51
1390,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-51,0,2023-11-24 16:12:51
1391,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-12-51,77,2023-11-24 16:12:51
1392,1,172.30.74.51,=>,265Kb,265Kb,265Kb,66.4KB,2023-11-24-16-08-46,66400,2023-11-24 16:08:46
1393,,s3-r-w.eu-central-1.amazonaws.com,<=,48.8Mb,48.8Mb,48.8Mb,12.2MB,2023-11-24-16-08-46,12200000,2023-11-24 16:08:46
1394,2,172.30.74.51,=>,2.38Kb,2.38Kb,2.38Kb,610B,2023-11-24-16-08-46,610,2023-11-24 16:08:46
1395,,l03236.mshome.net,<=,6.09Kb,6.09Kb,6.09Kb,1.52KB,2023-11-24-16-08-46,1520,2023-11-24 16:08:46
1396,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-08-46,0,2023-11-24 16:08:46
1397,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-08-46,154,2023-11-24 16:08:46
1398,4,172.30.74.51,=>,240b,240b,240b,60B,2023-11-24-16-08-46,60,2023-11-24 16:08:46
1399,,13.107.13.93,<=,0b,0b,0b,0B,2023-11-24-16-08-46,0,2023-11-24 16:08:46
1400,1,172.30.74.51,=>,160Kb,160Kb,160Kb,40.1KB,2023-11-24-16-10-09,40100,2023-11-24 16:10:09
1401,,s3-r-w.eu-central-1.amazonaws.com,<=,19.9Mb,19.9Mb,19.9Mb,4.97MB,2023-11-24-16-10-09,4970000,2023-11-24 16:10:09
1402,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-10-09,337,2023-11-24 16:10:09
1403,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,694B,2023-11-24-16-10-09,694,2023-11-24 16:10:09
1404,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-10-09,0,2023-11-24 16:10:09
1405,,l03236.mshome.net,<=,928b,928b,928b,232B,2023-11-24-16-10-09,232,2023-11-24 16:10:09
1406,1,172.30.74.51,=>,79.6Kb,79.6Kb,79.6Kb,19.9KB,2023-11-24-16-11-52,19900,2023-11-24 16:11:52
1407,,3.5.135.4,<=,10.3Mb,10.3Mb,10.3Mb,2.58MB,2023-11-24-16-11-52,2580000,2023-11-24 16:11:52
1408,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-11-52,99,2023-11-24 16:11:52
1409,,172.30.64.1,<=,1.61Kb,1.61Kb,1.61Kb,411B,2023-11-24-16-11-52,411,2023-11-24 16:11:52
1410,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-11-52,0,2023-11-24 16:11:52
1411,,172.30.64.1,<=,624b,624b,624b,156B,2023-11-24-16-11-52,156,2023-11-24 16:11:52
1412,1,172.30.74.51,=>,242Kb,242Kb,242Kb,60.5KB,2023-11-24-16-16-54,60500,2023-11-24 16:16:54
1413,,s3-r-w.eu-central-1.amazonaws.com,<=,44.0Mb,44.0Mb,44.0Mb,11.0MB,2023-11-24-16-16-54,11000000,2023-11-24 16:16:54
1414,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-16-54,480,2023-11-24 16:16:54
1415,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-16-54,816,2023-11-24 16:16:54
1416,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-16-54,0,2023-11-24 16:16:54
1417,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-16-54,154,2023-11-24 16:16:54
1418,1,172.30.74.51,=>,214Kb,214Kb,214Kb,53.6KB,2023-11-24-16-17-50,53600,2023-11-24 16:17:50
1419,,s3-r-w.eu-central-1.amazonaws.com,<=,48.7Mb,48.7Mb,48.7Mb,12.2MB,2023-11-24-16-17-50,12200000,2023-11-24 16:17:50
1420,2,172.30.74.51,=>,1.87Kb,1.87Kb,1.87Kb,478B,2023-11-24-16-17-50,478,2023-11-24 16:17:50
1421,,l03236.mshome.net,<=,3.17Kb,3.17Kb,3.17Kb,812B,2023-11-24-16-17-50,812,2023-11-24 16:17:50
1422,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-17-50,0,2023-11-24 16:17:50
1423,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-17-50,154,2023-11-24 16:17:50
1424,1,172.30.74.51,=>,71.0Kb,71.0Kb,71.0Kb,17.8KB,2023-11-24-16-19-08,17800,2023-11-24 16:19:08
1425,,s3-w.eu-central-1.amazonaws.com,<=,596Kb,596Kb,596Kb,149KB,2023-11-24-16-19-08,149000,2023-11-24 16:19:08
1426,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-19-08,99,2023-11-24 16:19:08
1427,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-19-08,284,2023-11-24 16:19:08
1428,1,172.30.74.51,=>,64.5Kb,64.5Kb,64.5Kb,16.1KB,2023-11-24-16-20-18,16100,2023-11-24 16:20:18
1429,,52.219.169.107,<=,8.58Mb,8.58Mb,8.58Mb,2.14MB,2023-11-24-16-20-18,2140000,2023-11-24 16:20:18
1430,2,172.30.74.51,=>,14.2Kb,14.2Kb,14.2Kb,3.55KB,2023-11-24-16-20-18,3550,2023-11-24 16:20:18
1431,,52.219.169.147,<=,538Kb,538Kb,538Kb,134KB,2023-11-24-16-20-18,134000,2023-11-24 16:20:18
1432,3,172.30.74.51,=>,1.16Kb,1.16Kb,1.16Kb,297B,2023-11-24-16-20-18,297,2023-11-24 16:20:18
1433,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-20-18,426,2023-11-24 16:20:18
1434,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-18,40,2023-11-24 16:20:18
1435,,52.219.171.59,<=,284b,284b,284b,71B,2023-11-24-16-20-18,71,2023-11-24 16:20:18
1436,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-18,40,2023-11-24 16:20:18
1437,,52.219.170.127,<=,284b,284b,284b,71B,2023-11-24-16-20-18,71,2023-11-24 16:20:18
1438,1,172.30.74.51,=>,96.9Kb,96.9Kb,96.9Kb,24.2KB,2023-11-24-16-13-13,24200,2023-11-24 16:13:13
1439,,s3-r-w.eu-central-1.amazonaws.com,<=,29.1Mb,29.1Mb,29.1Mb,7.28MB,2023-11-24-16-13-13,7280000,2023-11-24 16:13:13
1440,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-16-13-13,340,2023-11-24 16:13:13
1441,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-13-13,284,2023-11-24 16:13:13
1442,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-13,0,2023-11-24 16:13:13
1443,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-13-13,154,2023-11-24 16:13:13
1444,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.6KB,2023-11-24-16-15-15,45600,2023-11-24 16:15:15
1445,,s3-r-w.eu-central-1.amazonaws.com,<=,37.0Mb,37.0Mb,37.0Mb,9.26MB,2023-11-24-16-15-15,9260000,2023-11-24 16:15:15
1446,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-15-15,480,2023-11-24 16:15:15
1447,,l03236.mshome.net,<=,3.75Kb,3.75Kb,3.75Kb,960B,2023-11-24-16-15-15,960,2023-11-24 16:15:15
1448,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-15,0,2023-11-24 16:15:15
1449,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-15-15,154,2023-11-24 16:15:15
1450,4,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-15-15,0,2023-11-24 16:15:15
1451,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-15-15,68,2023-11-24 16:15:15
1452,5,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-15-15,0,2023-11-24 16:15:15
1453,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-15-15,68,2023-11-24 16:15:15
1454,1,172.30.74.51,=>,116Kb,116Kb,116Kb,29.0KB,2023-11-24-16-15-57,29000,2023-11-24 16:15:57
1455,,s3-r-w.eu-central-1.amazonaws.com,<=,30.3Mb,30.3Mb,30.3Mb,7.58MB,2023-11-24-16-15-57,7580000,2023-11-24 16:15:57
1456,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-16-15-57,410,2023-11-24 16:15:57
1457,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,569B,2023-11-24-16-15-57,569,2023-11-24 16:15:57
1458,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-57,0,2023-11-24 16:15:57
1459,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-15-57,77,2023-11-24 16:15:57
1460,1,172.30.74.51,=>,311Kb,311Kb,311Kb,77.8KB,2023-11-24-16-19-25,77800,2023-11-24 16:19:25
1461,,s3-w.eu-central-1.amazonaws.com,<=,13.5Mb,13.5Mb,13.5Mb,3.37MB,2023-11-24-16-19-25,3370000,2023-11-24 16:19:25
1462,2,172.30.74.51,=>,2.19Kb,2.19Kb,2.19Kb,560B,2023-11-24-16-19-25,560,2023-11-24 16:19:25
1463,,s3-w.eu-central-1.amazonaws.com,<=,2.19Kb,2.19Kb,2.19Kb,560B,2023-11-24-16-19-25,560,2023-11-24 16:19:25
1464,3,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,342B,2023-11-24-16-19-25,342,2023-11-24 16:19:25
1465,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-19-25,426,2023-11-24 16:19:25
1466,4,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-19-25,80,2023-11-24 16:19:25
1467,,s3-w.eu-central-1.amazonaws.com,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-19-25,284,2023-11-24 16:19:25
1468,5,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-19-25,0,2023-11-24 16:19:25
1469,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-19-25,77,2023-11-24 16:19:25
1470,1,172.30.74.51,=>,225Kb,225Kb,225Kb,56.2KB,2023-11-24-16-17-19,56200,2023-11-24 16:17:19
1471,,s3-r-w.eu-central-1.amazonaws.com,<=,30.2Mb,30.2Mb,30.2Mb,7.54MB,2023-11-24-16-17-19,7540000,2023-11-24 16:17:19
1472,2,172.30.74.51,=>,1.59Kb,1.59Kb,1.59Kb,408B,2023-11-24-16-17-19,408,2023-11-24 16:17:19
1473,,l03236.mshome.net,<=,2.21Kb,2.21Kb,2.21Kb,565B,2023-11-24-16-17-19,565,2023-11-24 16:17:19
1474,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-17-19,0,2023-11-24 16:17:19
1475,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-17-19,77,2023-11-24 16:17:19
1476,1,172.30.74.51,=>,111Kb,111Kb,111Kb,27.8KB,2023-11-24-16-20-22,27800,2023-11-24 16:20:22
1477,,s3-w.eu-central-1.amazonaws.com,<=,11.4Mb,11.4Mb,11.4Mb,2.85MB,2023-11-24-16-20-22,2850000,2023-11-24 16:20:22
1478,2,172.30.74.51,=>,73.5Kb,73.5Kb,73.5Kb,18.4KB,2023-11-24-16-20-22,18400,2023-11-24 16:20:22
1479,,s3-w.eu-central-1.amazonaws.com,<=,9.75Mb,9.75Mb,9.75Mb,2.44MB,2023-11-24-16-20-22,2440000,2023-11-24 16:20:22
1480,3,172.30.74.51,=>,6.72Kb,6.72Kb,6.72Kb,1.68KB,2023-11-24-16-20-22,1680,2023-11-24 16:20:22
1481,,s3-w.eu-central-1.amazonaws.com,<=,869Kb,869Kb,869Kb,217KB,2023-11-24-16-20-22,217000,2023-11-24 16:20:22
1482,4,172.30.74.51,=>,1.62Kb,1.62Kb,1.62Kb,414B,2023-11-24-16-20-22,414,2023-11-24 16:20:22
1483,,l03236.mshome.net,<=,1.68Kb,1.68Kb,1.68Kb,429B,2023-11-24-16-20-22,429,2023-11-24 16:20:22
1484,5,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-20-22,80,2023-11-24 16:20:22
1485,,s3-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-20-22,111,2023-11-24 16:20:22
1486,6,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-16-20-22,80,2023-11-24 16:20:22
1487,,s3-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-20-22,111,2023-11-24 16:20:22
1488,7,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-20-22,0,2023-11-24 16:20:22
1489,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-20-22,154,2023-11-24 16:20:22
1490,8,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-22,40,2023-11-24 16:20:22
1491,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-20-22,40,2023-11-24 16:20:22
1492,1,172.30.74.51,=>,164Kb,164Kb,164Kb,41.0KB,2023-11-24-16-13-17,41000,2023-11-24 16:13:17
1493,,s3-r-w.eu-central-1.amazonaws.com,<=,43.0Mb,43.0Mb,43.0Mb,10.8MB,2023-11-24-16-13-17,10800000,2023-11-24 16:13:17
1494,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-13-17,480,2023-11-24 16:13:17
1495,,l03236.mshome.net,<=,3.74Kb,3.74Kb,3.74Kb,958B,2023-11-24-16-13-17,958,2023-11-24 16:13:17
1496,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-17,0,2023-11-24 16:13:17
1497,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-13-17,154,2023-11-24 16:13:17
1498,1,172.30.74.51,=>,121Kb,121Kb,121Kb,30.2KB,2023-11-24-16-15-05,30200,2023-11-24 16:15:05
1499,,s3-r-w.eu-central-1.amazonaws.com,<=,24.1Mb,24.1Mb,24.1Mb,6.02MB,2023-11-24-16-15-05,6020000,2023-11-24 16:15:05
1500,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-16-15-05,340,2023-11-24 16:15:05
1501,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-15-05,426,2023-11-24 16:15:05
1502,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-15-05,0,2023-11-24 16:15:05
1503,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-15-05,77,2023-11-24 16:15:05
1504,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-15-05,0,2023-11-24 16:15:05
1505,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-16-15-05,72,2023-11-24 16:15:05
1506,1,172.30.74.51,=>,228Kb,228Kb,228Kb,57.1KB,2023-11-24-16-12-18,57100,2023-11-24 16:12:18
1507,,s3-r-w.eu-central-1.amazonaws.com,<=,38.2Mb,38.2Mb,38.2Mb,9.55MB,2023-11-24-16-12-18,9550000,2023-11-24 16:12:18
1508,2,172.30.74.51,=>,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-12-18,308,2023-11-24 16:12:18
1509,,l03236.mshome.net,<=,1.09Kb,1.09Kb,1.09Kb,279B,2023-11-24-16-12-18,279,2023-11-24 16:12:18
1510,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-18,0,2023-11-24 16:12:18
1511,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-12-18,154,2023-11-24 16:12:18
1512,1,172.30.74.51,=>,257Kb,257Kb,257Kb,64.3KB,2023-11-24-16-11-20,64300,2023-11-24 16:11:20
1513,,s3-r-w.eu-central-1.amazonaws.com,<=,32.9Mb,32.9Mb,32.9Mb,8.24MB,2023-11-24-16-11-20,8240000,2023-11-24 16:11:20
1514,2,172.30.74.51,=>,1.86Kb,1.86Kb,1.86Kb,477B,2023-11-24-16-11-20,477,2023-11-24 16:11:20
1515,,l03236.mshome.net,<=,3.73Kb,3.73Kb,3.73Kb,954B,2023-11-24-16-11-20,954,2023-11-24 16:11:20
1516,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-11-20,0,2023-11-24 16:11:20
1517,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-11-20,154,2023-11-24 16:11:20
1518,1,172.30.74.51,=>,118Kb,118Kb,118Kb,29.5KB,2023-11-24-16-15-07,29500,2023-11-24 16:15:07
1519,,s3-r-w.eu-central-1.amazonaws.com,<=,25.0Mb,25.0Mb,25.0Mb,6.24MB,2023-11-24-16-15-07,6240000,2023-11-24 16:15:07
1520,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-15-07,311,2023-11-24 16:15:07
1521,,l03236.mshome.net,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-11-24-16-15-07,551,2023-11-24 16:15:07
1522,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-07,0,2023-11-24 16:15:07
1523,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-16-15-07,310,2023-11-24 16:15:07
1524,1,172.30.74.51,=>,67.2Kb,67.2Kb,67.2Kb,16.8KB,2023-11-24-16-06-50,16800,2023-11-24 16:06:50
1525,,s3-r-w.eu-central-1.amazonaws.com,<=,11.8Mb,11.8Mb,11.8Mb,2.96MB,2023-11-24-16-06-50,2960000,2023-11-24 16:06:50
1526,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-06-50,99,2023-11-24 16:06:50
1527,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-06-50,142,2023-11-24 16:06:50
