,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
710,3,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-17-30,0,2023-11-24 16:17:30
711,,l03236.mshome.net,<=,916b,916b,916b,229B,2023-11-24-16-17-30,229,2023-11-24 16:17:30
712,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-17-30,0,2023-11-24 16:17:30
713,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-17-30,77,2023-11-24 16:17:30
714,1,172.30.74.51,=>,112Kb,112Kb,112Kb,27.9KB,2023-11-24-16-14-20,27900,2023-11-24 16:14:20
715,,s3-r-w.eu-central-1.amazonaws.com,<=,29.6Mb,29.6Mb,29.6Mb,7.41MB,2023-11-24-16-14-20,7410000,2023-11-24 16:14:20
716,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-16-14-20,410,2023-11-24 16:14:20
717,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,569B,2023-11-24-16-14-20,569,2023-11-24 16:14:20
718,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-20,0,2023-11-24 16:14:20
719,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-14-20,77,2023-11-24 16:14:20
720,1,172.30.74.51,=>,103Kb,103Kb,103Kb,25.8KB,2023-11-24-16-15-53,25800,2023-11-24 16:15:53
721,,s3-r-w.eu-central-1.amazonaws.com,<=,24.2Mb,24.2Mb,24.2Mb,6.06MB,2023-11-24-16-15-53,6060000,2023-11-24 16:15:53
722,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-15-53,311,2023-11-24 16:15:53
723,,l03236.mshome.net,<=,2.25Kb,2.25Kb,2.25Kb,575B,2023-11-24-16-15-53,575,2023-11-24 16:15:53
724,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-53,0,2023-11-24 16:15:53
725,,l03236.mshome.net,<=,948b,948b,948b,237B,2023-11-24-16-15-53,237,2023-11-24 16:15:53
726,1,172.30.74.51,=>,161Kb,161Kb,161Kb,40.3KB,2023-11-24-16-18-34,40300,2023-11-24 16:18:34
727,,s3-r-w.eu-central-1.amazonaws.com,<=,23.0Mb,23.0Mb,23.0Mb,5.76MB,2023-11-24-16-18-34,5760000,2023-11-24 16:18:34
728,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,338B,2023-11-24-16-18-34,338,2023-11-24 16:18:34
729,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-18-34,284,2023-11-24 16:18:34
730,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-18-34,0,2023-11-24 16:18:34
731,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-18-34,77,2023-11-24 16:18:34
732,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.1KB,2023-11-24-16-14-32,31100,2023-11-24 16:14:32
733,,s3-r-w.eu-central-1.amazonaws.com,<=,27.4Mb,27.4Mb,27.4Mb,6.85MB,2023-11-24-16-14-32,6850000,2023-11-24 16:14:32
734,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-16-14-32,340,2023-11-24 16:14:32
735,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-16-14-32,426,2023-11-24 16:14:32
736,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-32,0,2023-11-24 16:14:32
737,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-14-32,77,2023-11-24 16:14:32
738,1,172.30.74.51,=>,159Kb,159Kb,159Kb,39.8KB,2023-11-24-16-09-07,39800,2023-11-24 16:09:07
739,,s3-r-w.eu-central-1.amazonaws.com,<=,31.3Mb,31.3Mb,31.3Mb,7.82MB,2023-11-24-16-09-07,7820000,2023-11-24 16:09:07
740,2,172.30.74.51,=>,952b,952b,952b,238B,2023-11-24-16-09-07,238,2023-11-24 16:09:07
741,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-16-09-07,142,2023-11-24 16:09:07
742,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-09-07,0,2023-11-24 16:09:07
743,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-09-07,154,2023-11-24 16:09:07
744,1,172.30.74.51,=>,152Kb,152Kb,152Kb,38.1KB,2023-11-24-16-11-31,38100,2023-11-24 16:11:31
745,,s3-r-w.eu-central-1.amazonaws.com,<=,18.3Mb,18.3Mb,18.3Mb,4.57MB,2023-11-24-16-11-31,4570000,2023-11-24 16:11:31
746,2,172.30.74.51,=>,556b,556b,556b,139B,2023-11-24-16-11-31,139,2023-11-24 16:11:31
747,,172.30.64.1,<=,548b,548b,548b,137B,2023-11-24-16-11-31,137,2023-11-24 16:11:31
748,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-11-31,0,2023-11-24 16:11:31
749,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-16-11-31,77,2023-11-24 16:11:31
750,1,172.30.74.51,=>,178Kb,178Kb,178Kb,44.5KB,2023-11-24-16-16-19,44500,2023-11-24 16:16:19
751,,s3-r-w.eu-central-1.amazonaws.com,<=,45.2Mb,45.2Mb,45.2Mb,11.3MB,2023-11-24-16-16-19,11300000,2023-11-24 16:16:19
752,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-16-19,480,2023-11-24 16:16:19
753,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-16-19,816,2023-11-24 16:16:19
754,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-16-19,0,2023-11-24 16:16:19
755,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-16-19,154,2023-11-24 16:16:19
756,1,172.30.74.51,=>,107Kb,107Kb,107Kb,26.8KB,2023-11-24-16-07-07,26800,2023-11-24 16:07:07
757,,52.219.170.151,<=,9.21Mb,9.21Mb,9.21Mb,2.30MB,2023-11-24-16-07-07,2300000,2023-11-24 16:07:07
758,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-16-07-07,99,2023-11-24 16:07:07
759,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-07-07,142,2023-11-24 16:07:07
760,1,172.30.74.51,=>,131Kb,131Kb,131Kb,32.9KB,2023-11-24-16-21-37,32900,2023-11-24 16:21:37
761,,s3-r-w.eu-central-1.amazonaws.com,<=,11.8Mb,11.8Mb,11.8Mb,2.95MB,2023-11-24-16-21-37,2950000,2023-11-24 16:21:37
762,2,172.30.74.51,=>,92.5Kb,92.5Kb,92.5Kb,23.1KB,2023-11-24-16-21-37,23100,2023-11-24 16:21:37
763,,s3-r-w.eu-central-1.amazonaws.com,<=,10.8Mb,10.8Mb,10.8Mb,2.71MB,2023-11-24-16-21-37,2710000,2023-11-24 16:21:37
764,3,172.30.74.51,=>,68.5Kb,68.5Kb,68.5Kb,17.1KB,2023-11-24-16-21-37,17100,2023-11-24 16:21:37
765,,s3-r-w.eu-central-1.amazonaws.com,<=,9.46Mb,9.46Mb,9.46Mb,2.37MB,2023-11-24-16-21-37,2370000,2023-11-24 16:21:37
766,4,172.30.74.51,=>,77.1Kb,77.1Kb,77.1Kb,19.3KB,2023-11-24-16-21-37,19300,2023-11-24 16:21:37
767,,s3-r-w.eu-central-1.amazonaws.com,<=,9.12Mb,9.12Mb,9.12Mb,2.28MB,2023-11-24-16-21-37,2280000,2023-11-24 16:21:37
768,5,172.30.74.51,=>,72.7Kb,72.7Kb,72.7Kb,18.2KB,2023-11-24-16-21-37,18200,2023-11-24 16:21:37
769,,s3-r-w.eu-central-1.amazonaws.com,<=,6.23Mb,6.23Mb,6.23Mb,1.56MB,2023-11-24-16-21-37,1560000,2023-11-24 16:21:37
770,6,172.30.74.51,=>,2.61Kb,2.61Kb,2.61Kb,669B,2023-11-24-16-21-37,669,2023-11-24 16:21:37
771,,172.30.64.1,<=,5.02Kb,5.02Kb,5.02Kb,1.26KB,2023-11-24-16-21-37,1260,2023-11-24 16:21:37
772,7,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-21-37,0,2023-11-24 16:21:37
773,,172.30.64.1,<=,1.84Kb,1.84Kb,1.84Kb,470B,2023-11-24-16-21-37,470,2023-11-24 16:21:37
774,8,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-16-21-37,0,2023-11-24 16:21:37
775,,172.30.64.1,<=,612b,612b,612b,153B,2023-11-24-16-21-37,153,2023-11-24 16:21:37
776,9,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-21-37,0,2023-11-24 16:21:37
777,,172.30.64.1,<=,272b,272b,272b,68B,2023-11-24-16-21-37,68,2023-11-24 16:21:37
778,10,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-21-37,0,2023-11-24 16:21:37
779,,172.30.64.1,<=,272b,272b,272b,68B,2023-11-24-16-21-37,68,2023-11-24 16:21:37
780,1,172.30.74.51,=>,141Kb,141Kb,141Kb,35.3KB,2023-11-24-16-10-17,35300,2023-11-24 16:10:17
781,,s3-r-w.eu-central-1.amazonaws.com,<=,23.7Mb,23.7Mb,23.7Mb,5.92MB,2023-11-24-16-10-17,5920000,2023-11-24 16:10:17
782,2,172.30.74.51,=>,1.59Kb,1.59Kb,1.59Kb,407B,2023-11-24-16-10-17,407,2023-11-24 16:10:17
783,,l03236.mshome.net,<=,2.79Kb,2.79Kb,2.79Kb,713B,2023-11-24-16-10-17,713,2023-11-24 16:10:17
784,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-10-17,0,2023-11-24 16:10:17
785,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-10-17,77,2023-11-24 16:10:17
786,1,172.30.74.51,=>,121Kb,121Kb,121Kb,30.2KB,2023-11-24-16-12-42,30200,2023-11-24 16:12:42
787,,s3-r-w.eu-central-1.amazonaws.com,<=,25.8Mb,25.8Mb,25.8Mb,6.44MB,2023-11-24-16-12-42,6440000,2023-11-24 16:12:42
788,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,413B,2023-11-24-16-12-42,413,2023-11-24 16:12:42
789,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,433B,2023-11-24-16-12-42,433,2023-11-24 16:12:42
790,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-42,0,2023-11-24 16:12:42
791,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-12-42,154,2023-11-24 16:12:42
792,1,172.30.74.51,=>,147Kb,147Kb,147Kb,36.9KB,2023-11-24-16-17-41,36900,2023-11-24 16:17:41
793,,s3-r-w.eu-central-1.amazonaws.com,<=,31.7Mb,31.7Mb,31.7Mb,7.93MB,2023-11-24-16-17-41,7930000,2023-11-24 16:17:41
794,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-16-17-41,310,2023-11-24 16:17:41
795,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-16-17-41,427,2023-11-24 16:17:41
796,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-17-41,0,2023-11-24 16:17:41
797,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-17-41,154,2023-11-24 16:17:41
798,1,172.30.74.51,=>,54.9Kb,54.9Kb,54.9Kb,13.7KB,2023-11-24-16-20-16,13700,2023-11-24 16:20:16
799,,52.219.171.159,<=,9.16Mb,9.16Mb,9.16Mb,2.29MB,2023-11-24-16-20-16,2290000,2023-11-24 16:20:16
800,2,172.30.74.51,=>,37.3Kb,37.3Kb,37.3Kb,9.31KB,2023-11-24-16-20-16,9310,2023-11-24 16:20:16
801,,52.219.47.226,<=,2.35Mb,2.35Mb,2.35Mb,601KB,2023-11-24-16-20-16,601000,2023-11-24 16:20:16
802,3,172.30.74.51,=>,600b,600b,600b,150B,2023-11-24-16-20-16,150,2023-11-24 16:20:16
803,,172.30.64.1,<=,2.28Kb,2.28Kb,2.28Kb,583B,2023-11-24-16-20-16,583,2023-11-24 16:20:16
804,4,172.30.74.51,=>,444b,444b,444b,111B,2023-11-24-16-20-16,111,2023-11-24 16:20:16
805,,52.219.170.19,<=,320b,320b,320b,80B,2023-11-24-16-20-16,80,2023-11-24 16:20:16
806,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-16,40,2023-11-24 16:20:16
807,,52.219.169.107,<=,284b,284b,284b,71B,2023-11-24-16-20-16,71,2023-11-24 16:20:16
808,6,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-20-16,40,2023-11-24 16:20:16
809,,52.219.171.119,<=,160b,160b,160b,40B,2023-11-24-16-20-16,40,2023-11-24 16:20:16
810,1,172.30.74.51,=>,81.2Kb,81.2Kb,81.2Kb,20.3KB,2023-11-24-16-11-35,20300,2023-11-24 16:11:35
811,,3.5.135.4,<=,9.69Mb,9.69Mb,9.69Mb,2.42MB,2023-11-24-16-11-35,2420000,2023-11-24 16:11:35
812,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-16-11-35,198,2023-11-24 16:11:35
813,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-11-35,284,2023-11-24 16:11:35
814,1,172.30.74.51,=>,28.9Kb,28.9Kb,28.9Kb,7.24KB,2023-11-24-16-21-14,7240,2023-11-24 16:21:14
815,,s3-r-w.eu-central-1.amazonaws.com,<=,52.4Kb,52.4Kb,52.4Kb,13.1KB,2023-11-24-16-21-14,13100,2023-11-24 16:21:14
816,2,172.30.74.51,=>,12.4Kb,12.4Kb,12.4Kb,3.11KB,2023-11-24-16-21-14,3110,2023-11-24 16:21:14
817,,s3-r-w.eu-central-1.amazonaws.com,<=,31.1Kb,31.1Kb,31.1Kb,7.77KB,2023-11-24-16-21-14,7770,2023-11-24 16:21:14
818,3,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-16-21-14,0,2023-11-24 16:21:14
819,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-16-21-14,142,2023-11-24 16:21:14
820,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-21-14,40,2023-11-24 16:21:14
821,,s3-w.eu-central-1.amazonaws.com,<=,284b,284b,284b,71B,2023-11-24-16-21-14,71,2023-11-24 16:21:14
822,5,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-21-14,40,2023-11-24 16:21:14
823,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-21-14,40,2023-11-24 16:21:14
824,1,172.30.74.51,=>,131Kb,131Kb,131Kb,32.8KB,2023-11-24-16-11-09,32800,2023-11-24 16:11:09
825,,s3-r-w.eu-central-1.amazonaws.com,<=,19.3Mb,19.3Mb,19.3Mb,4.83MB,2023-11-24-16-11-09,4830000,2023-11-24 16:11:09
826,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-11-09,337,2023-11-24 16:11:09
827,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-11-09,284,2023-11-24 16:11:09
828,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-11-09,0,2023-11-24 16:11:09
829,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-11-09,77,2023-11-24 16:11:09
830,1,172.30.74.51,=>,238Kb,238Kb,238Kb,59.5KB,2023-11-24-16-15-01,59500,2023-11-24 16:15:01
831,,s3-r-w.eu-central-1.amazonaws.com,<=,41.6Mb,41.6Mb,41.6Mb,10.4MB,2023-11-24-16-15-01,10400000,2023-11-24 16:15:01
832,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-15-01,480,2023-11-24 16:15:01
833,,l03236.mshome.net,<=,3.19Kb,3.19Kb,3.19Kb,816B,2023-11-24-16-15-01,816,2023-11-24 16:15:01
834,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-15-01,0,2023-11-24 16:15:01
835,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-15-01,308,2023-11-24 16:15:01
836,1,172.30.74.51,=>,63.8Kb,63.8Kb,63.8Kb,15.9KB,2023-11-24-16-21-28,15900,2023-11-24 16:21:28
837,,52.219.72.185,<=,10.5Mb,10.5Mb,10.5Mb,2.62MB,2023-11-24-16-21-28,2620000,2023-11-24 16:21:28
838,2,172.30.74.51,=>,97.3Kb,97.3Kb,97.3Kb,24.3KB,2023-11-24-16-21-28,24300,2023-11-24 16:21:28
839,,3.5.138.175,<=,8.92Mb,8.92Mb,8.92Mb,2.23MB,2023-11-24-16-21-28,2230000,2023-11-24 16:21:28
840,3,172.30.74.51,=>,45.1Kb,45.1Kb,45.1Kb,11.3KB,2023-11-24-16-21-28,11300,2023-11-24 16:21:28
841,,3.5.135.4,<=,2.76Mb,2.76Mb,2.76Mb,707KB,2023-11-24-16-21-28,707000,2023-11-24 16:21:28
842,4,172.30.74.51,=>,44.4Kb,44.4Kb,44.4Kb,11.1KB,2023-11-24-16-21-28,11100,2023-11-24 16:21:28
843,,52.219.171.118,<=,2.75Mb,2.75Mb,2.75Mb,704KB,2023-11-24-16-21-28,704000,2023-11-24 16:21:28
844,5,172.30.74.51,=>,29.8Kb,29.8Kb,29.8Kb,7.45KB,2023-11-24-16-21-28,7450,2023-11-24 16:21:28
845,,52.219.46.89,<=,1.22Mb,1.22Mb,1.22Mb,312KB,2023-11-24-16-21-28,312000,2023-11-24 16:21:28
846,6,172.30.74.51,=>,23.7Kb,23.7Kb,23.7Kb,5.93KB,2023-11-24-16-21-28,5930,2023-11-24 16:21:28
847,,52.219.140.113,<=,0.99Mb,0.99Mb,0.99Mb,254KB,2023-11-24-16-21-28,254000,2023-11-24 16:21:28
848,7,172.30.74.51,=>,17.3Kb,17.3Kb,17.3Kb,4.32KB,2023-11-24-16-21-28,4320,2023-11-24 16:21:28
849,,52.219.170.138,<=,726Kb,726Kb,726Kb,181KB,2023-11-24-16-21-28,181000,2023-11-24 16:21:28
850,8,172.30.74.51,=>,1.63Kb,1.63Kb,1.63Kb,418B,2023-11-24-16-21-28,418,2023-11-24 16:21:28
851,,172.30.64.1,<=,3.12Kb,3.12Kb,3.12Kb,799B,2023-11-24-16-21-28,799,2023-11-24 16:21:28
852,9,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-21-28,0,2023-11-24 16:21:28
853,,172.30.64.1,<=,616b,616b,616b,154B,2023-11-24-16-21-28,154,2023-11-24 16:21:28
854,10,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-21-28,40,2023-11-24 16:21:28
855,,52.219.170.219,<=,160b,160b,160b,40B,2023-11-24-16-21-28,40,2023-11-24 16:21:28
856,1,172.30.74.51,=>,224Kb,224Kb,224Kb,56.0KB,2023-11-24-16-09-04,56000,2023-11-24 16:09:04
857,,s3-r-w.eu-central-1.amazonaws.com,<=,38.3Mb,38.3Mb,38.3Mb,9.58MB,2023-11-24-16-09-04,9580000,2023-11-24 16:09:04
858,2,172.30.74.51,=>,1.86Kb,1.86Kb,1.86Kb,477B,2023-11-24-16-09-04,477,2023-11-24 16:09:04
859,,l03236.mshome.net,<=,3.16Kb,3.16Kb,3.16Kb,810B,2023-11-24-16-09-04,810,2023-11-24 16:09:04
860,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-09-04,0,2023-11-24 16:09:04
861,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-09-04,154,2023-11-24 16:09:04
862,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-09-04,0,2023-11-24 16:09:04
863,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-16-09-04,72,2023-11-24 16:09:04
864,1,172.30.74.51,=>,235Kb,235Kb,235Kb,58.9KB,2023-11-24-16-16-57,58900,2023-11-24 16:16:57
865,,s3-r-w.eu-central-1.amazonaws.com,<=,44.9Mb,44.9Mb,44.9Mb,11.2MB,2023-11-24-16-16-57,11200000,2023-11-24 16:16:57
866,2,172.30.74.51,=>,1.88Kb,1.88Kb,1.88Kb,480B,2023-11-24-16-16-57,480,2023-11-24 16:16:57
867,,l03236.mshome.net,<=,3.74Kb,3.74Kb,3.74Kb,958B,2023-11-24-16-16-57,958,2023-11-24 16:16:57
868,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-16-57,0,2023-11-24 16:16:57
869,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-11-24-16-16-57,308,2023-11-24 16:16:57
870,1,172.30.74.51,=>,171Kb,171Kb,171Kb,42.7KB,2023-11-24-16-09-55,42700,2023-11-24 16:09:55
871,,s3-r-w.eu-central-1.amazonaws.com,<=,25.8Mb,25.8Mb,25.8Mb,6.46MB,2023-11-24-16-09-55,6460000,2023-11-24 16:09:55
872,2,172.30.74.51,=>,952b,952b,952b,238B,2023-11-24-16-09-55,238,2023-11-24 16:09:55
873,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-16-09-55,142,2023-11-24 16:09:55
874,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-16-09-55,0,2023-11-24 16:09:55
875,,172.30.64.1,<=,616b,616b,616b,154B,2023-11-24-16-09-55,154,2023-11-24 16:09:55
876,1,172.30.74.51,=>,169Kb,169Kb,169Kb,42.3KB,2023-11-24-16-13-20,42300,2023-11-24 16:13:20
877,,s3-r-w.eu-central-1.amazonaws.com,<=,28.5Mb,28.5Mb,28.5Mb,7.13MB,2023-11-24-16-13-20,7130000,2023-11-24 16:13:20
878,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-16-13-20,311,2023-11-24 16:13:20
879,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,285B,2023-11-24-16-13-20,285,2023-11-24 16:13:20
880,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-20,0,2023-11-24 16:13:20
881,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-16-13-20,154,2023-11-24 16:13:20
882,1,172.30.74.51,=>,230Kb,230Kb,230Kb,57.4KB,2023-11-24-16-12-59,57400,2023-11-24 16:12:59
883,,s3-r-w.eu-central-1.amazonaws.com,<=,46.3Mb,46.3Mb,46.3Mb,11.6MB,2023-11-24-16-12-59,11600000,2023-11-24 16:12:59
884,2,172.30.74.51,=>,2.72Kb,2.72Kb,2.72Kb,697B,2023-11-24-16-12-59,697,2023-11-24 16:12:59
885,,l03236.mshome.net,<=,4.30Kb,4.30Kb,4.30Kb,1.08KB,2023-11-24-16-12-59,1080,2023-11-24 16:12:59
886,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-12-59,0,2023-11-24 16:12:59
887,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-16-12-59,310,2023-11-24 16:12:59
888,4,172.30.74.51,=>,764b,764b,764b,191B,2023-11-24-16-12-59,191,2023-11-24 16:12:59
889,,s3-r-w.eu-central-1.amazonaws.com,<=,444b,444b,444b,111B,2023-11-24-16-12-59,111,2023-11-24 16:12:59
890,5,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-16-12-59,0,2023-11-24 16:12:59
891,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-12-59,68,2023-11-24 16:12:59
892,6,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-12-59,0,2023-11-24 16:12:59
893,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-16-12-59,68,2023-11-24 16:12:59
894,1,172.30.74.51,=>,85.1Kb,85.1Kb,85.1Kb,21.3KB,2023-11-24-16-07-25,21300,2023-11-24 16:07:25
895,,s3-w.eu-central-1.amazonaws.com,<=,7.92Mb,7.92Mb,7.92Mb,1.98MB,2023-11-24-16-07-25,1980000,2023-11-24 16:07:25
896,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-16-07-25,100,2023-11-24 16:07:25
897,,172.30.64.1,<=,576b,576b,576b,144B,2023-11-24-16-07-25,144,2023-11-24 16:07:25
898,1,172.30.74.51,=>,71.9Kb,71.9Kb,71.9Kb,18.0KB,2023-11-24-16-19-29,18000,2023-11-24 16:19:29
899,,s3-w.eu-central-1.amazonaws.com,<=,7.31Mb,7.31Mb,7.31Mb,1.83MB,2023-11-24-16-19-29,1830000,2023-11-24 16:19:29
900,2,172.30.74.51,=>,640b,640b,640b,160B,2023-11-24-16-19-29,160,2023-11-24 16:19:29
901,,s3-w.eu-central-1.amazonaws.com,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-16-19-29,284,2023-11-24 16:19:29
902,3,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-16-19-29,102,2023-11-24 16:19:29
903,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-16-19-29,290,2023-11-24 16:19:29
904,4,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-16-19-29,40,2023-11-24 16:19:29
905,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-16-19-29,40,2023-11-24 16:19:29
906,1,172.30.74.51,=>,126Kb,126Kb,126Kb,31.6KB,2023-11-24-16-13-39,31600,2023-11-24 16:13:39
907,,s3-r-w.eu-central-1.amazonaws.com,<=,20.2Mb,20.2Mb,20.2Mb,5.05MB,2023-11-24-16-13-39,5050000,2023-11-24 16:13:39
908,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-16-13-39,241,2023-11-24 16:13:39
909,,l03236.mshome.net,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-16-13-39,286,2023-11-24 16:13:39
910,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-13-39,0,2023-11-24 16:13:39
911,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-16-13-39,77,2023-11-24 16:13:39
912,1,172.30.74.51,=>,244Kb,244Kb,244Kb,61.1KB,2023-11-24-16-14-34,61100,2023-11-24 16:14:34
913,,s3-r-w.eu-central-1.amazonaws.com,<=,41.7Mb,41.7Mb,41.7Mb,10.4MB,2023-11-24-16-14-34,10400000,2023-11-24 16:14:34
914,2,172.30.74.51,=>,2.16Kb,2.16Kb,2.16Kb,552B,2023-11-24-16-14-34,552,2023-11-24 16:14:34
915,,l03236.mshome.net,<=,3.74Kb,3.74Kb,3.74Kb,958B,2023-11-24-16-14-34,958,2023-11-24 16:14:34
916,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-16-14-34,0,2023-11-24 16:14:34
917,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-16-14-34,310,2023-11-24 16:14:34
918,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-16-14-34,0,2023-11-24 16:14:34
919,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-16-14-34,72,2023-11-24 16:14:34
920,1,172.30.74.51,=>,152Kb,152Kb,152Kb,38.0KB,2023-11-24-16-09-21,38000,2023-11-24 16:09:21
921,,s3-r-w.eu-central-1.amazonaws.com,<=,28.2Mb,28.2Mb,28.2Mb,7.05MB,2023-11-24-16-09-21,7050000,2023-11-24 16:09:21
922,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,337B,2023-11-24-16-09-21,337,2023-11-24 16:09:21
