,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
645,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-39-25,154,2023-12-07 12:39:25
646,1,172.30.74.51,=>,23.8Kb,23.8Kb,23.8Kb,5.94KB,2023-12-07-12-58-03,5940,2023-12-07 12:58:03
647,,136.231.7.16,<=,2.72Mb,2.72Mb,2.72Mb,696KB,2023-12-07-12-58-03,696000,2023-12-07 12:58:03
648,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-03,99,2023-12-07 12:58:03
649,,l03236.mshome.net,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-58-03,690,2023-12-07 12:58:03
650,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-58-03,0,2023-12-07 12:58:03
651,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-58-03,77,2023-12-07 12:58:03
652,1,172.30.74.51,=>,86.7Kb,86.7Kb,86.7Kb,21.7KB,2023-12-07-12-40-28,21700,2023-12-07 12:40:28
653,,136.231.7.16,<=,12.4Mb,12.4Mb,12.4Mb,3.11MB,2023-12-07-12-40-28,3110000,2023-12-07 12:40:28
654,1,172.30.74.51,=>,1.42Kb,1.42Kb,1.42Kb,364B,2023-12-07-12-52-53,364,2023-12-07 12:52:53
655,,136.231.7.16,<=,147Kb,147Kb,147Kb,36.8KB,2023-12-07-12-52-53,36800,2023-12-07 12:52:53
656,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-52-53,99,2023-12-07 12:52:53
657,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-52-53,142,2023-12-07 12:52:53
658,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-52-53,0,2023-12-07 12:52:53
659,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-52-53,77,2023-12-07 12:52:53
660,1,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-52-21,0,2023-12-07 12:52:21
661,,l03236.mshome.net,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-12-07-12-52-21,286,2023-12-07 12:52:21
662,1,172.30.74.51,=>,83.9Kb,83.9Kb,83.9Kb,21.0KB,2023-12-07-12-51-43,21000,2023-12-07 12:51:43
663,,136.231.7.16,<=,11.2Mb,11.2Mb,11.2Mb,2.80MB,2023-12-07-12-51-43,2800000,2023-12-07 12:51:43
664,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-51-43,99,2023-12-07 12:51:43
665,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-51-43,693,2023-12-07 12:51:43
666,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-51-43,0,2023-12-07 12:51:43
667,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-51-43,77,2023-12-07 12:51:43
668,1,172.30.74.51,=>,76.5Kb,76.5Kb,76.5Kb,19.1KB,2023-12-07-12-41-29,19100,2023-12-07 12:41:29
669,,136.231.7.16,<=,11.2Mb,11.2Mb,11.2Mb,2.79MB,2023-12-07-12-41-29,2790000,2023-12-07 12:41:29
670,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-41-29,99,2023-12-07 12:41:29
671,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-41-29,693,2023-12-07 12:41:29
672,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-29,0,2023-12-07 12:41:29
673,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-41-29,77,2023-12-07 12:41:29
674,1,172.30.74.51,=>,76.4Kb,76.4Kb,76.4Kb,19.1KB,2023-12-07-12-58-20,19100,2023-12-07 12:58:20
675,,136.231.7.16,<=,7.20Mb,7.20Mb,7.20Mb,1.80MB,2023-12-07-12-58-20,1800000,2023-12-07 12:58:20
676,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-58-20,219,2023-12-07 12:58:20
677,,172.30.64.1,<=,3.10Kb,3.10Kb,3.10Kb,794B,2023-12-07-12-58-20,794,2023-12-07 12:58:20
678,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-58-20,0,2023-12-07 12:58:20
679,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-58-20,77,2023-12-07 12:58:20
680,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-58-20,0,2023-12-07 12:58:20
681,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-58-20,68,2023-12-07 12:58:20
682,1,172.30.74.51,=>,177Kb,177Kb,177Kb,44.2KB,2023-12-07-12-50-17,44200,2023-12-07 12:50:17
683,,136.231.7.16,<=,22.8Mb,22.8Mb,22.8Mb,5.70MB,2023-12-07-12-50-17,5700000,2023-12-07 12:50:17
684,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-50-17,241,2023-12-07 12:50:17
685,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-50-17,568,2023-12-07 12:50:17
686,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-17,0,2023-12-07 12:50:17
687,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-50-17,77,2023-12-07 12:50:17
688,1,172.30.74.51,=>,273Kb,273Kb,273Kb,68.2KB,2023-12-07-12-38-13,68200,2023-12-07 12:38:13
689,,136.231.7.16,<=,32.0Mb,32.0Mb,32.0Mb,8.01MB,2023-12-07-12-38-13,8010000,2023-12-07 12:38:13
690,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-38-13,241,2023-12-07 12:38:13
691,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-38-13,693,2023-12-07 12:38:13
692,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-38-13,0,2023-12-07 12:38:13
693,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-38-13,154,2023-12-07 12:38:13
694,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-38-13,0,2023-12-07 12:38:13
695,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-38-13,68,2023-12-07 12:38:13
696,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-45-24,99,2023-12-07 12:45:24
697,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-45-24,693,2023-12-07 12:45:24
698,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-45-24,0,2023-12-07 12:45:24
699,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-45-24,77,2023-12-07 12:45:24
700,1,172.30.74.51,=>,94.0Kb,94.0Kb,94.0Kb,23.5KB,2023-12-07-12-44-57,23500,2023-12-07 12:44:57
701,,136.231.7.16,<=,12.3Mb,12.3Mb,12.3Mb,3.08MB,2023-12-07-12-44-57,3080000,2023-12-07 12:44:57
702,2,172.30.74.51,=>,0b,0b,0b,0B,2023-12-07-12-44-57,0,2023-12-07 12:44:57
703,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-44-57,284,2023-12-07 12:44:57
704,1,172.30.74.51,=>,185Kb,185Kb,185Kb,46.2KB,2023-12-07-12-48-53,46200,2023-12-07 12:48:53
705,,136.231.7.16,<=,24.3Mb,24.3Mb,24.3Mb,6.09MB,2023-12-07-12-48-53,6090000,2023-12-07 12:48:53
706,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-12-07-12-48-53,343,2023-12-07 12:48:53
707,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-12-07-12-48-53,290,2023-12-07 12:48:53
708,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-53,0,2023-12-07 12:48:53
709,,172.30.64.1,<=,628b,628b,628b,157B,2023-12-07-12-48-53,157,2023-12-07 12:48:53
710,1,172.30.74.51,=>,165Kb,165Kb,165Kb,41.2KB,2023-12-07-12-40-30,41200,2023-12-07 12:40:30
711,,136.231.7.16,<=,20.0Mb,20.0Mb,20.0Mb,5.01MB,2023-12-07-12-40-30,5010000,2023-12-07 12:40:30
712,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-40-30,241,2023-12-07 12:40:30
713,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-40-30,551,2023-12-07 12:40:30
714,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-40-30,0,2023-12-07 12:40:30
715,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-40-30,154,2023-12-07 12:40:30
716,1,172.30.74.51,=>,208b,208b,208b,52B,2023-12-07-12-56-17,52,2023-12-07 12:56:17
717,,136.231.7.16,<=,320b,320b,320b,80B,2023-12-07-12-56-17,80,2023-12-07 12:56:17
718,1,172.30.74.51,=>,181Kb,181Kb,181Kb,45.3KB,2023-12-07-12-41-27,45300,2023-12-07 12:41:27
719,,136.231.7.16,<=,23.2Mb,23.2Mb,23.2Mb,5.80MB,2023-12-07-12-41-27,5800000,2023-12-07 12:41:27
720,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-41-27,241,2023-12-07 12:41:27
721,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-41-27,551,2023-12-07 12:41:27
722,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-27,0,2023-12-07 12:41:27
723,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-41-27,154,2023-12-07 12:41:27
724,1,172.30.74.51,=>,792b,792b,792b,198B,2023-12-07-12-52-34,198,2023-12-07 12:52:34
725,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-52-34,142,2023-12-07 12:52:34
726,1,172.30.74.51,=>,132Kb,132Kb,132Kb,33.0KB,2023-12-07-12-41-43,33000,2023-12-07 12:41:43
727,,136.231.7.16,<=,19.4Mb,19.4Mb,19.4Mb,4.85MB,2023-12-07-12-41-43,4850000,2023-12-07 12:41:43
728,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,464B,2023-12-07-12-41-43,464,2023-12-07 12:41:43
729,,172.30.64.1,<=,4.37Kb,4.37Kb,4.37Kb,1.09KB,2023-12-07-12-41-43,1090,2023-12-07 12:41:43
730,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-43,0,2023-12-07 12:41:43
731,,172.30.64.1,<=,924b,924b,924b,231B,2023-12-07-12-41-43,231,2023-12-07 12:41:43
732,1,172.30.74.51,=>,279Kb,279Kb,279Kb,69.7KB,2023-12-07-12-49-48,69700,2023-12-07 12:49:48
733,,136.231.7.16,<=,37.3Mb,37.3Mb,37.3Mb,9.33MB,2023-12-07-12-49-48,9330000,2023-12-07 12:49:48
734,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-49-48,241,2023-12-07 12:49:48
735,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-12-07-12-49-48,428,2023-12-07 12:49:48
736,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-49-48,0,2023-12-07 12:49:48
737,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-49-48,401,2023-12-07 12:49:48
738,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-48,0,2023-12-07 12:49:48
739,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-49-48,77,2023-12-07 12:49:48
740,1,172.30.74.51,=>,175Kb,175Kb,175Kb,43.7KB,2023-12-07-12-48-05,43700,2023-12-07 12:48:05
741,,136.231.7.16,<=,25.4Mb,25.4Mb,25.4Mb,6.34MB,2023-12-07-12-48-05,6340000,2023-12-07 12:48:05
742,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-48-05,241,2023-12-07 12:48:05
743,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-12-07-12-48-05,428,2023-12-07 12:48:05
744,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-05,0,2023-12-07 12:48:05
745,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-48-05,77,2023-12-07 12:48:05
746,1,172.30.74.51,=>,94.0Kb,94.0Kb,94.0Kb,23.5KB,2023-12-07-12-43-04,23500,2023-12-07 12:43:04
747,,136.231.7.16,<=,11.1Mb,11.1Mb,11.1Mb,2.77MB,2023-12-07-12-43-04,2770000,2023-12-07 12:43:04
748,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-43-04,99,2023-12-07 12:43:04
749,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-43-04,426,2023-12-07 12:43:04
750,1,172.30.74.51,=>,600b,600b,600b,150B,2023-12-07-12-54-22,150,2023-12-07 12:54:22
751,,l03236.mshome.net,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-54-22,690,2023-12-07 12:54:22
752,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-54-22,0,2023-12-07 12:54:22
753,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-54-22,77,2023-12-07 12:54:22
754,1,172.30.74.51,=>,374Kb,374Kb,374Kb,93.5KB,2023-12-07-12-49-41,93500,2023-12-07 12:49:41
755,,136.231.7.16,<=,53.0Mb,53.0Mb,53.0Mb,13.2MB,2023-12-07-12-49-41,13200000,2023-12-07 12:49:41
756,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,464B,2023-12-07-12-49-41,464,2023-12-07 12:49:41
757,,l03236.mshome.net,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-49-41,977,2023-12-07 12:49:41
758,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-49-41,0,2023-12-07 12:49:41
759,,l03236.mshome.net,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-49-41,308,2023-12-07 12:49:41
760,1,172.30.74.51,=>,277Kb,277Kb,277Kb,69.2KB,2023-12-07-12-47-46,69200,2023-12-07 12:47:46
761,,136.231.7.16,<=,37.8Mb,37.8Mb,37.8Mb,9.44MB,2023-12-07-12-47-46,9440000,2023-12-07 12:47:46
762,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-47-46,340,2023-12-07 12:47:46
763,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-47-46,693,2023-12-07 12:47:46
764,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-46,0,2023-12-07 12:47:46
765,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-47-46,154,2023-12-07 12:47:46
766,1,172.30.74.51,=>,157Kb,157Kb,157Kb,39.4KB,2023-12-07-12-39-51,39400,2023-12-07 12:39:51
767,,136.231.7.16,<=,20.4Mb,20.4Mb,20.4Mb,5.09MB,2023-12-07-12-39-51,5090000,2023-12-07 12:39:51
768,2,172.30.74.51,=>,1.14Kb,1.14Kb,1.14Kb,292B,2023-12-07-12-39-51,292,2023-12-07 12:39:51
769,,172.30.64.1,<=,2.72Kb,2.72Kb,2.72Kb,696B,2023-12-07-12-39-51,696,2023-12-07 12:39:51
770,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-39-51,0,2023-12-07 12:39:51
771,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-39-51,401,2023-12-07 12:39:51
772,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-39-51,0,2023-12-07 12:39:51
773,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-39-51,77,2023-12-07 12:39:51
774,1,172.30.74.51,=>,16.3Kb,16.3Kb,16.3Kb,4.08KB,2023-12-07-12-53-33,4080,2023-12-07 12:53:33
775,,136.231.7.16,<=,796Kb,796Kb,796Kb,199KB,2023-12-07-12-53-33,199000,2023-12-07 12:53:33
776,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-53-33,219,2023-12-07 12:53:33
777,,l03236.mshome.net,<=,3.11Kb,3.11Kb,3.11Kb,797B,2023-12-07-12-53-33,797,2023-12-07 12:53:33
778,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-53-33,0,2023-12-07 12:53:33
779,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-53-33,77,2023-12-07 12:53:33
780,1,172.30.74.51,=>,108Kb,108Kb,108Kb,26.9KB,2023-12-07-12-57-55,26900,2023-12-07 12:57:55
781,,136.231.7.16,<=,12.4Mb,12.4Mb,12.4Mb,3.10MB,2023-12-07-12-57-55,3100000,2023-12-07 12:57:55
782,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-57-55,219,2023-12-07 12:57:55
783,,172.30.64.1,<=,2.63Kb,2.63Kb,2.63Kb,674B,2023-12-07-12-57-55,674,2023-12-07 12:57:55
784,1,172.30.74.51,=>,23.8Kb,23.8Kb,23.8Kb,5.96KB,2023-12-07-12-58-49,5960,2023-12-07 12:58:49
785,,136.231.7.16,<=,1.97Mb,1.97Mb,1.97Mb,504KB,2023-12-07-12-58-49,504000,2023-12-07 12:58:49
786,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-49,99,2023-12-07 12:58:49
787,,l03236.mshome.net,<=,2.55Kb,2.55Kb,2.55Kb,652B,2023-12-07-12-58-49,652,2023-12-07 12:58:49
788,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-58-49,0,2023-12-07 12:58:49
789,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-58-49,77,2023-12-07 12:58:49
790,1,172.30.74.51,=>,10.8Kb,10.8Kb,10.8Kb,2.69KB,2023-12-07-12-58-07,2690,2023-12-07 12:58:07
791,,136.231.7.16,<=,99.6Kb,99.6Kb,99.6Kb,24.9KB,2023-12-07-12-58-07,24900,2023-12-07 12:58:07
792,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-07,99,2023-12-07 12:58:07
793,,172.30.64.1,<=,2.55Kb,2.55Kb,2.55Kb,652B,2023-12-07-12-58-07,652,2023-12-07 12:58:07
794,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-58-07,0,2023-12-07 12:58:07
795,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-58-07,77,2023-12-07 12:58:07
796,1,172.30.74.51,=>,408b,408b,408b,102B,2023-12-07-12-38-55,102,2023-12-07 12:38:55
797,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-12-07-12-38-55,432,2023-12-07 12:38:55
798,1,172.30.74.51,=>,274Kb,274Kb,274Kb,68.6KB,2023-12-07-12-47-31,68600,2023-12-07 12:47:31
799,,136.231.7.16,<=,35.1Mb,35.1Mb,35.1Mb,8.78MB,2023-12-07-12-47-31,8780000,2023-12-07 12:47:31
800,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-47-31,410,2023-12-07 12:47:31
801,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-47-31,977,2023-12-07 12:47:31
802,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-31,0,2023-12-07 12:47:31
803,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-47-31,308,2023-12-07 12:47:31
804,1,172.30.74.51,=>,3.45Kb,3.45Kb,3.45Kb,884B,2023-12-07-12-55-50,884,2023-12-07 12:55:50
805,,136.231.7.16,<=,408Kb,408Kb,408Kb,102KB,2023-12-07-12-55-50,102000,2023-12-07 12:55:50
806,2,172.30.74.51,=>,408b,408b,408b,102B,2023-12-07-12-55-50,102,2023-12-07 12:55:50
807,,172.30.64.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-12-07-12-55-50,432,2023-12-07 12:55:50
808,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-55-50,0,2023-12-07 12:55:50
809,,172.30.64.1,<=,812b,812b,812b,203B,2023-12-07-12-55-50,203,2023-12-07 12:55:50
810,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-55-50,0,2023-12-07 12:55:50
811,,172.30.64.1,<=,320b,320b,320b,80B,2023-12-07-12-55-50,80,2023-12-07 12:55:50
812,1,172.30.74.51,=>,184Kb,184Kb,184Kb,46.1KB,2023-12-07-12-46-53,46100,2023-12-07 12:46:53
813,,136.231.7.16,<=,23.6Mb,23.6Mb,23.6Mb,5.91MB,2023-12-07-12-46-53,5910000,2023-12-07 12:46:53
814,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-46-53,241,2023-12-07 12:46:53
815,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-46-53,977,2023-12-07 12:46:53
816,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-46-53,0,2023-12-07 12:46:53
817,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-46-53,154,2023-12-07 12:46:53
818,1,172.30.74.51,=>,84.9Kb,84.9Kb,84.9Kb,21.2KB,2023-12-07-12-51-17,21200,2023-12-07 12:51:17
819,,136.231.7.16,<=,13.7Mb,13.7Mb,13.7Mb,3.42MB,2023-12-07-12-51-17,3420000,2023-12-07 12:51:17
820,2,172.30.74.51,=>,612b,612b,612b,153B,2023-12-07-12-51-17,153,2023-12-07 12:51:17
821,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-51-17,693,2023-12-07 12:51:17
822,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-51-17,0,2023-12-07 12:51:17
823,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-51-17,77,2023-12-07 12:51:17
824,1,172.30.74.51,=>,185Kb,185Kb,185Kb,46.2KB,2023-12-07-12-42-22,46200,2023-12-07 12:42:22
825,,136.231.7.16,<=,23.1Mb,23.1Mb,23.1Mb,5.79MB,2023-12-07-12-42-22,5790000,2023-12-07 12:42:22
826,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-42-22,295,2023-12-07 12:42:22
827,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-42-22,835,2023-12-07 12:42:22
828,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-22,0,2023-12-07 12:42:22
829,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-42-22,77,2023-12-07 12:42:22
830,1,172.30.74.51,=>,3.09Kb,3.09Kb,3.09Kb,792B,2023-12-07-12-54-50,792,2023-12-07 12:54:50
831,,136.231.7.16,<=,63.8Kb,63.8Kb,63.8Kb,16.0KB,2023-12-07-12-54-50,16000,2023-12-07 12:54:50
832,2,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-54-50,0,2023-12-07 12:54:50
833,,172.30.64.1,<=,612b,612b,612b,153B,2023-12-07-12-54-50,153,2023-12-07 12:54:50
834,1,172.30.74.51,=>,109Kb,109Kb,109Kb,27.2KB,2023-12-07-12-57-37,27200,2023-12-07 12:57:37
835,,136.231.7.16,<=,11.7Mb,11.7Mb,11.7Mb,2.93MB,2023-12-07-12-57-37,2930000,2023-12-07 12:57:37
836,2,172.30.74.51,=>,960b,960b,960b,240B,2023-12-07-12-57-37,240,2023-12-07 12:57:37
837,,172.30.64.1,<=,1.92Kb,1.92Kb,1.92Kb,492B,2023-12-07-12-57-37,492,2023-12-07 12:57:37
838,1,172.30.74.51,=>,381Kb,381Kb,381Kb,95.4KB,2023-12-07-12-59-50,95400,2023-12-07 12:59:50
839,,136.231.7.16,<=,48.7Mb,48.7Mb,48.7Mb,12.2MB,2023-12-07-12-59-50,12200000,2023-12-07 12:59:50
840,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-59-50,340,2023-12-07 12:59:50
841,,172.30.64.1,<=,3.88Kb,3.88Kb,3.88Kb,994B,2023-12-07-12-59-50,994,2023-12-07 12:59:50
842,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-59-50,0,2023-12-07 12:59:50
843,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-59-50,401,2023-12-07 12:59:50
844,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-59-50,0,2023-12-07 12:59:50
845,,172.30.64.1,<=,628b,628b,628b,157B,2023-12-07-12-59-50,157,2023-12-07 12:59:50
846,1,172.30.74.51,=>,408b,408b,408b,102B,2023-12-07-12-59-16,102,2023-12-07 12:59:16
847,,172.30.64.1,<=,1.16Kb,1.16Kb,1.16Kb,296B,2023-12-07-12-59-16,296,2023-12-07 12:59:16
848,2,172.30.74.51,=>,208b,208b,208b,52B,2023-12-07-12-59-16,52,2023-12-07 12:59:16
849,,136.231.7.16,<=,160b,160b,160b,40B,2023-12-07-12-59-16,40,2023-12-07 12:59:16
850,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-52-10,99,2023-12-07 12:52:10
851,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-52-10,142,2023-12-07 12:52:10
852,2,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-52-10,0,2023-12-07 12:52:10
853,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-12-07-12-52-10,72,2023-12-07 12:52:10
854,1,172.30.74.51,=>,1.42Kb,1.42Kb,1.42Kb,364B,2023-12-07-12-37-57,364,2023-12-07 12:37:57
855,,136.231.7.16,<=,73.8Kb,73.8Kb,73.8Kb,18.5KB,2023-12-07-12-37-57,18500,2023-12-07 12:37:57
856,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-37-57,99,2023-12-07 12:37:57
857,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-12-07-12-37-57,290,2023-12-07 12:37:57
858,1,172.30.74.51,=>,290Kb,290Kb,290Kb,72.6KB,2023-12-07-12-50-12,72600,2023-12-07 12:50:12
859,,136.231.7.16,<=,38.4Mb,38.4Mb,38.4Mb,9.60MB,2023-12-07-12-50-12,9600000,2023-12-07 12:50:12
860,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-50-12,340,2023-12-07 12:50:12
861,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-50-12,693,2023-12-07 12:50:12
862,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-12,0,2023-12-07 12:50:12
863,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-50-12,154,2023-12-07 12:50:12
864,1,172.30.74.51,=>,45.9Kb,45.9Kb,45.9Kb,11.5KB,2023-12-07-12-38-28,11500,2023-12-07 12:38:28
865,,136.231.7.16,<=,2.55Mb,2.55Mb,2.55Mb,652KB,2023-12-07-12-38-28,652000,2023-12-07 12:38:28
866,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-38-28,219,2023-12-07 12:38:28
867,,172.30.64.1,<=,2.62Kb,2.62Kb,2.62Kb,672B,2023-12-07-12-38-28,672,2023-12-07 12:38:28
868,1,172.30.74.51,=>,108Kb,108Kb,108Kb,27.0KB,2023-12-07-12-54-08,27000,2023-12-07 12:54:08
869,,136.231.7.16,<=,9.66Mb,9.66Mb,9.66Mb,2.42MB,2023-12-07-12-54-08,2420000,2023-12-07 12:54:08
870,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-54-08,219,2023-12-07 12:54:08
