,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
1449,,136.231.7.16,<=,22.7Mb,22.7Mb,22.7Mb,5.66MB,2023-12-07-12-50-57,5660000,2023-12-07 12:50:57
1450,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-50-57,340,2023-12-07 12:50:57
1451,,172.30.64.1,<=,3.35Kb,3.35Kb,3.35Kb,858B,2023-12-07-12-50-57,858,2023-12-07 12:50:57
1452,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-57,0,2023-12-07 12:50:57
1453,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-50-57,77,2023-12-07 12:50:57
1454,1,172.30.74.51,=>,187Kb,187Kb,187Kb,46.9KB,2023-12-07-12-47-41,46900,2023-12-07 12:47:41
1455,,136.231.7.16,<=,23.5Mb,23.5Mb,23.5Mb,5.87MB,2023-12-07-12-47-41,5870000,2023-12-07 12:47:41
1456,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-47-41,241,2023-12-07 12:47:41
1457,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-47-41,835,2023-12-07 12:47:41
1458,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-41,0,2023-12-07 12:47:41
1459,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-47-41,154,2023-12-07 12:47:41
1460,1,172.30.74.51,=>,85.7Kb,85.7Kb,85.7Kb,21.4KB,2023-12-07-12-44-11,21400,2023-12-07 12:44:11
1461,,136.231.7.16,<=,9.44Mb,9.44Mb,9.44Mb,2.36MB,2023-12-07-12-44-11,2360000,2023-12-07 12:44:11
1462,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-44-11,99,2023-12-07 12:44:11
1463,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-44-11,693,2023-12-07 12:44:11
1464,1,172.30.74.51,=>,7.92Kb,7.92Kb,7.92Kb,1.98KB,2023-12-07-12-57-02,1980,2023-12-07 12:57:02
1465,,136.231.7.16,<=,974Kb,974Kb,974Kb,244KB,2023-12-07-12-57-02,244000,2023-12-07 12:57:02
1466,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-57-02,99,2023-12-07 12:57:02
1467,,l03236.mshome.net,<=,2.70Kb,2.70Kb,2.70Kb,690B,2023-12-07-12-57-02,690,2023-12-07 12:57:02
1468,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-57-02,0,2023-12-07 12:57:02
1469,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-57-02,77,2023-12-07 12:57:02
1470,1,172.30.74.51,=>,190Kb,190Kb,190Kb,47.6KB,2023-12-07-12-44-25,47600,2023-12-07 12:44:25
1471,,136.231.7.16,<=,25.1Mb,25.1Mb,25.1Mb,6.28MB,2023-12-07-12-44-25,6280000,2023-12-07 12:44:25
1472,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-44-25,241,2023-12-07 12:44:25
1473,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-12-44-25,142,2023-12-07 12:44:25
1474,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-44-25,0,2023-12-07 12:44:25
1475,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-44-25,77,2023-12-07 12:44:25
1476,1,172.30.74.51,=>,277Kb,277Kb,277Kb,69.3KB,2023-12-07-12-45-02,69300,2023-12-07 12:45:02
1477,,136.231.7.16,<=,36.0Mb,36.0Mb,36.0Mb,9.00MB,2023-12-07-12-45-02,9000000,2023-12-07 12:45:02
1478,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-45-02,410,2023-12-07 12:45:02
1479,,172.30.64.1,<=,4.95Kb,4.95Kb,4.95Kb,1.24KB,2023-12-07-12-45-02,1240,2023-12-07 12:45:02
1480,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-45-02,0,2023-12-07 12:45:02
1481,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-45-02,308,2023-12-07 12:45:02
1482,1,172.30.74.51,=>,56.8Kb,56.8Kb,56.8Kb,14.2KB,2023-12-07-12-38-31,14200,2023-12-07 12:38:31
1483,,136.231.7.16,<=,4.55Mb,4.55Mb,4.55Mb,1.14MB,2023-12-07-12-38-31,1140000,2023-12-07 12:38:31
1484,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-38-31,99,2023-12-07 12:38:31
1485,,172.30.64.1,<=,568b,568b,568b,142B,2023-12-07-12-38-31,142,2023-12-07 12:38:31
1486,1,172.30.74.51,=>,82.8Kb,82.8Kb,82.8Kb,20.7KB,2023-12-07-12-41-22,20700,2023-12-07 12:41:22
1487,,136.231.7.16,<=,11.7Mb,11.7Mb,11.7Mb,2.92MB,2023-12-07-12-41-22,2920000,2023-12-07 12:41:22
1488,2,172.30.74.51,=>,612b,612b,612b,153B,2023-12-07-12-41-22,153,2023-12-07 12:41:22
1489,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-41-22,693,2023-12-07 12:41:22
1490,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-22,0,2023-12-07 12:41:22
1491,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-41-22,77,2023-12-07 12:41:22
1492,1,172.30.74.51,=>,170Kb,170Kb,170Kb,42.6KB,2023-12-07-12-46-33,42600,2023-12-07 12:46:33
1493,,136.231.7.16,<=,22.8Mb,22.8Mb,22.8Mb,5.69MB,2023-12-07-12-46-33,5690000,2023-12-07 12:46:33
1494,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-46-33,340,2023-12-07 12:46:33
1495,,172.30.64.1,<=,2.77Kb,2.77Kb,2.77Kb,710B,2023-12-07-12-46-33,710,2023-12-07 12:46:33
1496,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-46-33,0,2023-12-07 12:46:33
1497,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-46-33,77,2023-12-07 12:46:33
1498,1,172.30.74.51,=>,89.8Kb,89.8Kb,89.8Kb,22.4KB,2023-12-07-12-43-24,22400,2023-12-07 12:43:24
1499,,136.231.7.16,<=,11.4Mb,11.4Mb,11.4Mb,2.85MB,2023-12-07-12-43-24,2850000,2023-12-07 12:43:24
1500,2,172.30.74.51,=>,612b,612b,612b,153B,2023-12-07-12-43-24,153,2023-12-07 12:43:24
1501,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-43-24,693,2023-12-07 12:43:24
1502,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-43-24,0,2023-12-07 12:43:24
1503,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-43-24,77,2023-12-07 12:43:24
1504,4,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-43-24,0,2023-12-07 12:43:24
1505,,172.30.64.1,<=,272b,272b,272b,68B,2023-12-07-12-43-24,68,2023-12-07 12:43:24
1506,1,172.30.74.51,=>,260Kb,260Kb,260Kb,64.9KB,2023-12-07-12-39-16,64900,2023-12-07 12:39:16
1507,,136.231.7.16,<=,36.8Mb,36.8Mb,36.8Mb,9.20MB,2023-12-07-12-39-16,9200000,2023-12-07 12:39:16
1508,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-39-16,340,2023-12-07 12:39:16
1509,,172.30.64.1,<=,3.26Kb,3.26Kb,3.26Kb,835B,2023-12-07-12-39-16,835,2023-12-07 12:39:16
1510,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-39-16,0,2023-12-07 12:39:16
1511,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-39-16,154,2023-12-07 12:39:16
1512,1,172.30.74.51,=>,280Kb,280Kb,280Kb,70.0KB,2023-12-07-12-42-58,70000,2023-12-07 12:42:58
1513,,136.231.7.16,<=,36.2Mb,36.2Mb,36.2Mb,9.06MB,2023-12-07-12-42-58,9060000,2023-12-07 12:42:58
1514,2,172.30.74.51,=>,968b,968b,968b,242B,2023-12-07-12-42-58,242,2023-12-07 12:42:58
1515,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,695B,2023-12-07-12-42-58,695,2023-12-07 12:42:58
1516,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-58,0,2023-12-07 12:42:58
1517,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-42-58,154,2023-12-07 12:42:58
1518,1,172.30.74.51,=>,32.3Kb,32.3Kb,32.3Kb,8.07KB,2023-12-07-12-58-13,8070,2023-12-07 12:58:13
1519,,136.231.7.16,<=,4.16Mb,4.16Mb,4.16Mb,1.04MB,2023-12-07-12-58-13,1040000,2023-12-07 12:58:13
1520,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-58-13,99,2023-12-07 12:58:13
1521,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-58-13,284,2023-12-07 12:58:13
1522,1,172.30.74.51,=>,179Kb,179Kb,179Kb,44.8KB,2023-12-07-12-41-47,44800,2023-12-07 12:41:47
1523,,136.231.7.16,<=,23.0Mb,23.0Mb,23.0Mb,5.75MB,2023-12-07-12-41-47,5750000,2023-12-07 12:41:47
1524,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-41-47,241,2023-12-07 12:41:47
1525,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-41-47,568,2023-12-07 12:41:47
1526,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-41-47,0,2023-12-07 12:41:47
1527,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-41-47,401,2023-12-07 12:41:47
1528,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-41-47,0,2023-12-07 12:41:47
1529,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-41-47,77,2023-12-07 12:41:47
1530,1,172.30.74.51,=>,187Kb,187Kb,187Kb,46.7KB,2023-12-07-12-55-02,46700,2023-12-07 12:55:02
1531,,136.231.7.16,<=,23.3Mb,23.3Mb,23.3Mb,5.82MB,2023-12-07-12-55-02,5820000,2023-12-07 12:55:02
1532,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,463B,2023-12-07-12-55-02,463,2023-12-07 12:55:02
1533,,172.30.64.1,<=,2.80Kb,2.80Kb,2.80Kb,718B,2023-12-07-12-55-02,718,2023-12-07 12:55:02
1534,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-55-02,0,2023-12-07 12:55:02
1535,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-55-02,154,2023-12-07 12:55:02
1536,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-52-15,99,2023-12-07 12:52:15
1537,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,695B,2023-12-07-12-52-15,695,2023-12-07 12:52:15
1538,2,mdns.mcast.net,=>,0b,0b,0b,0B,2023-12-07-12-52-15,0,2023-12-07 12:52:15
1539,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-12-07-12-52-15,77,2023-12-07 12:52:15
1540,1,172.30.74.51,=>,73.8Kb,73.8Kb,73.8Kb,18.4KB,2023-12-07-12-57-31,18400,2023-12-07 12:57:31
1541,,136.231.7.16,<=,9.45Mb,9.45Mb,9.45Mb,2.36MB,2023-12-07-12-57-31,2360000,2023-12-07 12:57:31
1542,2,172.30.74.51,=>,480b,480b,480b,120B,2023-12-07-12-57-31,120,2023-12-07 12:57:31
1543,,172.30.64.1,<=,984b,984b,984b,246B,2023-12-07-12-57-31,246,2023-12-07 12:57:31
1544,1,172.30.74.51,=>,85.9Kb,85.9Kb,85.9Kb,21.5KB,2023-12-07-12-38-15,21500,2023-12-07 12:38:15
1545,,136.231.7.16,<=,13.9Mb,13.9Mb,13.9Mb,3.47MB,2023-12-07-12-38-15,3470000,2023-12-07 12:38:15
1546,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-38-15,99,2023-12-07 12:38:15
1547,,172.30.64.1,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-12-07-12-38-15,409,2023-12-07 12:38:15
1548,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-38-15,0,2023-12-07 12:38:15
1549,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-38-15,77,2023-12-07 12:38:15
1550,1,172.30.74.51,=>,271Kb,271Kb,271Kb,67.8KB,2023-12-07-12-46-04,67800,2023-12-07 12:46:04
1551,,136.231.7.16,<=,35.2Mb,35.2Mb,35.2Mb,8.80MB,2023-12-07-12-46-04,8800000,2023-12-07 12:46:04
1552,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-46-04,340,2023-12-07 12:46:04
1553,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-12-07-12-46-04,426,2023-12-07 12:46:04
1554,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-46-04,0,2023-12-07 12:46:04
1555,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-46-04,77,2023-12-07 12:46:04
1556,1,172.30.74.51,=>,183Kb,183Kb,183Kb,45.8KB,2023-12-07-12-49-23,45800,2023-12-07 12:49:23
1557,,136.231.7.16,<=,23.6Mb,23.6Mb,23.6Mb,5.90MB,2023-12-07-12-49-23,5900000,2023-12-07 12:49:23
1558,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-49-23,241,2023-12-07 12:49:23
1559,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-49-23,693,2023-12-07 12:49:23
1560,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-49-23,0,2023-12-07 12:49:23
1561,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-49-23,154,2023-12-07 12:49:23
1562,1,172.30.74.51,=>,180Kb,180Kb,180Kb,45.1KB,2023-12-07-12-51-45,45100,2023-12-07 12:51:45
1563,,136.231.7.16,<=,25.4Mb,25.4Mb,25.4Mb,6.35MB,2023-12-07-12-51-45,6350000,2023-12-07 12:51:45
1564,2,172.30.74.51,=>,1.15Kb,1.15Kb,1.15Kb,295B,2023-12-07-12-51-45,295,2023-12-07 12:51:45
1565,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-51-45,551,2023-12-07 12:51:45
1566,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-51-45,0,2023-12-07 12:51:45
1567,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-51-45,154,2023-12-07 12:51:45
1568,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-54-20,99,2023-12-07 12:54:20
1569,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-12-07-12-54-20,142,2023-12-07 12:54:20
1570,2,172.30.79.255,=>,0b,0b,0b,0B,2023-12-07-12-54-20,0,2023-12-07 12:54:20
1571,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-12-07-12-54-20,68,2023-12-07 12:54:20
1572,1,172.30.74.51,=>,15.2Kb,15.2Kb,15.2Kb,3.81KB,2023-12-07-12-59-38,3810,2023-12-07 12:59:38
1573,,136.231.7.16,<=,42.4Kb,42.4Kb,42.4Kb,10.6KB,2023-12-07-12-59-38,10600,2023-12-07 12:59:38
1574,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-59-38,99,2023-12-07 12:59:38
1575,,172.30.64.1,<=,3.11Kb,3.11Kb,3.11Kb,797B,2023-12-07-12-59-38,797,2023-12-07 12:59:38
1576,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-59-38,0,2023-12-07 12:59:38
1577,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-59-38,77,2023-12-07 12:59:38
1578,1,172.30.74.51,=>,184Kb,184Kb,184Kb,45.9KB,2023-12-07-12-42-54,45900,2023-12-07 12:42:54
1579,,136.231.7.16,<=,23.4Mb,23.4Mb,23.4Mb,5.85MB,2023-12-07-12-42-54,5850000,2023-12-07 12:42:54
1580,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-42-54,241,2023-12-07 12:42:54
1581,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-42-54,568,2023-12-07 12:42:54
1582,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-42-54,0,2023-12-07 12:42:54
1583,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-42-54,154,2023-12-07 12:42:54
1584,1,172.30.74.51,=>,87.1Kb,87.1Kb,87.1Kb,21.8KB,2023-12-07-12-40-57,21800,2023-12-07 12:40:57
1585,,136.231.7.16,<=,11.3Mb,11.3Mb,11.3Mb,2.83MB,2023-12-07-12-40-57,2830000,2023-12-07 12:40:57
1586,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-40-57,99,2023-12-07 12:40:57
1587,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,551B,2023-12-07-12-40-57,551,2023-12-07 12:40:57
1588,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-40-57,0,2023-12-07 12:40:57
1589,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-40-57,77,2023-12-07 12:40:57
1590,1,172.30.74.51,=>,168Kb,168Kb,168Kb,42.0KB,2023-12-07-12-40-19,42000,2023-12-07 12:40:19
1591,,136.231.7.16,<=,22.8Mb,22.8Mb,22.8Mb,5.69MB,2023-12-07-12-40-19,5690000,2023-12-07 12:40:19
1592,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-40-19,241,2023-12-07 12:40:19
1593,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-40-19,568,2023-12-07 12:40:19
1594,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-40-19,0,2023-12-07 12:40:19
1595,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-40-19,77,2023-12-07 12:40:19
1596,1,172.30.74.51,=>,279Kb,279Kb,279Kb,69.7KB,2023-12-07-12-48-43,69700,2023-12-07 12:48:43
1597,,136.231.7.16,<=,37.6Mb,37.6Mb,37.6Mb,9.39MB,2023-12-07-12-48-43,9390000,2023-12-07 12:48:43
1598,2,172.30.74.51,=>,1.81Kb,1.81Kb,1.81Kb,464B,2023-12-07-12-48-43,464,2023-12-07 12:48:43
1599,,172.30.64.1,<=,4.93Kb,4.93Kb,4.93Kb,1.23KB,2023-12-07-12-48-43,1230,2023-12-07 12:48:43
1600,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-48-43,0,2023-12-07 12:48:43
1601,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-48-43,308,2023-12-07 12:48:43
1602,1,172.30.74.51,=>,10.4Kb,10.4Kb,10.4Kb,2.61KB,2023-12-07-12-59-13,2610,2023-12-07 12:59:13
1603,,136.231.7.16,<=,290Kb,290Kb,290Kb,72.5KB,2023-12-07-12-59-13,72500,2023-12-07 12:59:13
1604,2,172.30.74.51,=>,408b,408b,408b,102B,2023-12-07-12-59-13,102,2023-12-07 12:59:13
1605,,l03236.mshome.net,<=,2.59Kb,2.59Kb,2.59Kb,664B,2023-12-07-12-59-13,664,2023-12-07 12:59:13
1606,1,172.30.74.51,=>,275Kb,275Kb,275Kb,68.7KB,2023-12-07-12-47-02,68700,2023-12-07 12:47:02
1607,,136.231.7.16,<=,36.2Mb,36.2Mb,36.2Mb,9.05MB,2023-12-07-12-47-02,9050000,2023-12-07 12:47:02
1608,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-47-02,410,2023-12-07 12:47:02
1609,,172.30.64.1,<=,4.37Kb,4.37Kb,4.37Kb,1.09KB,2023-12-07-12-47-02,1090,2023-12-07 12:47:02
1610,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-02,0,2023-12-07 12:47:02
1611,,172.30.64.1,<=,1.20Kb,1.20Kb,1.20Kb,308B,2023-12-07-12-47-02,308,2023-12-07 12:47:02
1612,1,172.30.74.51,=>,42.8Kb,42.8Kb,42.8Kb,10.7KB,2023-12-07-12-44-55,10700,2023-12-07 12:44:55
1613,,136.231.7.16,<=,4.19Mb,4.19Mb,4.19Mb,1.05MB,2023-12-07-12-44-55,1050000,2023-12-07 12:44:55
1614,2,172.30.74.51,=>,792b,792b,792b,198B,2023-12-07-12-44-55,198,2023-12-07 12:44:55
1615,,172.30.64.1,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-44-55,693,2023-12-07 12:44:55
1616,1,172.30.74.51,=>,21.5Kb,21.5Kb,21.5Kb,5.38KB,2023-12-07-12-55-55,5380,2023-12-07 12:55:55
1617,,136.231.7.16,<=,1.00Mb,1.00Mb,1.00Mb,255KB,2023-12-07-12-55-55,255000,2023-12-07 12:55:55
1618,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-55-55,219,2023-12-07 12:55:55
1619,,172.30.64.1,<=,2.62Kb,2.62Kb,2.62Kb,672B,2023-12-07-12-55-55,672,2023-12-07 12:55:55
1620,1,172.30.74.51,=>,35.4Kb,35.4Kb,35.4Kb,8.86KB,2023-12-07-12-53-51,8860,2023-12-07 12:53:51
1621,,136.231.7.16,<=,3.59Mb,3.59Mb,3.59Mb,920KB,2023-12-07-12-53-51,920000,2023-12-07 12:53:51
1622,2,172.30.74.51,=>,880b,880b,880b,220B,2023-12-07-12-53-51,220,2023-12-07 12:53:51
1623,,172.30.64.1,<=,3.13Kb,3.13Kb,3.13Kb,802B,2023-12-07-12-53-51,802,2023-12-07 12:53:51
1624,1,172.30.74.51,=>,182Kb,182Kb,182Kb,45.4KB,2023-12-07-12-47-14,45400,2023-12-07 12:47:14
1625,,136.231.7.16,<=,23.0Mb,23.0Mb,23.0Mb,5.76MB,2023-12-07-12-47-14,5760000,2023-12-07 12:47:14
1626,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-47-14,340,2023-12-07 12:47:14
1627,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-47-14,568,2023-12-07 12:47:14
1628,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-47-14,0,2023-12-07 12:47:14
1629,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-47-14,77,2023-12-07 12:47:14
1630,1,172.30.74.51,=>,196Kb,196Kb,196Kb,49.0KB,2023-12-07-12-53-48,49000,2023-12-07 12:53:48
1631,,136.231.7.16,<=,23.9Mb,23.9Mb,23.9Mb,5.98MB,2023-12-07-12-53-48,5980000,2023-12-07 12:53:48
1632,2,172.30.74.51,=>,1.14Kb,1.14Kb,1.14Kb,292B,2023-12-07-12-53-48,292,2023-12-07 12:53:48
1633,,172.30.64.1,<=,2.15Kb,2.15Kb,2.15Kb,550B,2023-12-07-12-53-48,550,2023-12-07 12:53:48
1634,3,239.255.255.250,=>,0b,0b,0b,0B,2023-12-07-12-53-48,0,2023-12-07 12:53:48
1635,,172.30.64.1,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-12-07-12-53-48,401,2023-12-07 12:53:48
1636,4,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-53-48,0,2023-12-07 12:53:48
1637,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-53-48,77,2023-12-07 12:53:48
1638,1,172.30.74.51,=>,74.6Kb,74.6Kb,74.6Kb,18.7KB,2023-12-07-12-43-28,18700,2023-12-07 12:43:28
1639,,136.231.7.16,<=,12.7Mb,12.7Mb,12.7Mb,3.17MB,2023-12-07-12-43-28,3170000,2023-12-07 12:43:28
1640,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-43-28,99,2023-12-07 12:43:28
1641,,172.30.64.1,<=,1.60Kb,1.60Kb,1.60Kb,409B,2023-12-07-12-43-28,409,2023-12-07 12:43:28
1642,1,172.30.74.51,=>,49.9Kb,49.9Kb,49.9Kb,12.5KB,2023-12-07-12-40-22,12500,2023-12-07 12:40:22
1643,,136.231.7.16,<=,8.97Mb,8.97Mb,8.97Mb,2.24MB,2023-12-07-12-40-22,2240000,2023-12-07 12:40:22
1644,2,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-40-22,99,2023-12-07 12:40:22
1645,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-12-07-12-40-22,284,2023-12-07 12:40:22
1646,1,172.30.74.51,=>,396b,396b,396b,99B,2023-12-07-12-53-16,99,2023-12-07 12:53:16
1647,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,693B,2023-12-07-12-53-16,693,2023-12-07 12:53:16
1648,1,172.30.74.51,=>,157Kb,157Kb,157Kb,39.2KB,2023-12-07-12-51-23,39200,2023-12-07 12:51:23
1649,,136.231.7.16,<=,23.7Mb,23.7Mb,23.7Mb,5.92MB,2023-12-07-12-51-23,5920000,2023-12-07 12:51:23
1650,2,172.30.74.51,=>,964b,964b,964b,241B,2023-12-07-12-51-23,241,2023-12-07 12:51:23
1651,,172.30.64.1,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-51-23,568,2023-12-07 12:51:23
1652,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-51-23,0,2023-12-07 12:51:23
1653,,172.30.64.1,<=,308b,308b,308b,77B,2023-12-07-12-51-23,77,2023-12-07 12:51:23
1654,1,172.30.74.51,=>,28.4Kb,28.4Kb,28.4Kb,7.09KB,2023-12-07-12-56-07,7090,2023-12-07 12:56:07
1655,,136.231.7.16,<=,2.79Mb,2.79Mb,2.79Mb,715KB,2023-12-07-12-56-07,715000,2023-12-07 12:56:07
1656,2,172.30.74.51,=>,876b,876b,876b,219B,2023-12-07-12-56-07,219,2023-12-07 12:56:07
1657,,172.30.64.1,<=,2.62Kb,2.62Kb,2.62Kb,672B,2023-12-07-12-56-07,672,2023-12-07 12:56:07
1658,1,172.30.74.51,=>,275Kb,275Kb,275Kb,68.8KB,2023-12-07-12-50-14,68800,2023-12-07 12:50:14
1659,,136.231.7.16,<=,36.7Mb,36.7Mb,36.7Mb,9.18MB,2023-12-07-12-50-14,9180000,2023-12-07 12:50:14
1660,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-12-07-12-50-14,340,2023-12-07 12:50:14
1661,,172.30.64.1,<=,3.82Kb,3.82Kb,3.82Kb,977B,2023-12-07-12-50-14,977,2023-12-07 12:50:14
1662,3,224.0.0.251,=>,0b,0b,0b,0B,2023-12-07-12-50-14,0,2023-12-07 12:50:14
1663,,172.30.64.1,<=,616b,616b,616b,154B,2023-12-07-12-50-14,154,2023-12-07 12:50:14
1664,1,172.30.74.51,=>,447Kb,447Kb,447Kb,112KB,2023-12-07-12-59-58,112000,2023-12-07 12:59:58
1665,,136.231.7.16,<=,53.1Mb,53.1Mb,53.1Mb,13.3MB,2023-12-07-12-59-58,13300000,2023-12-07 12:59:58
1666,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-12-07-12-59-58,410,2023-12-07 12:59:58
1667,,l03236.mshome.net,<=,2.22Kb,2.22Kb,2.22Kb,568B,2023-12-07-12-59-58,568,2023-12-07 12:59:58
