,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
791,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-08-33,77,2023-11-24 15:08:33
792,1,172.30.74.51,=>,101Kb,101Kb,101Kb,25.4KB,2023-11-24-15-05-44,25400,2023-11-24 15:05:44
793,,s3-r-w.eu-central-1.amazonaws.com,<=,26.3Mb,26.3Mb,26.3Mb,6.58MB,2023-11-24-15-05-44,6580000,2023-11-24 15:05:44
794,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-11-24-15-05-44,343,2023-11-24 15:05:44
795,,l03236.mshome.net,<=,2.27Kb,2.27Kb,2.27Kb,580B,2023-11-24-15-05-44,580,2023-11-24 15:05:44
796,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-44,0,2023-11-24 15:05:44
797,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-05-44,77,2023-11-24 15:05:44
798,1,172.30.74.51,=>,126Kb,126Kb,126Kb,31.4KB,2023-11-24-15-06-28,31400,2023-11-24 15:06:28
799,,s3-r-w.eu-central-1.amazonaws.com,<=,27.5Mb,27.5Mb,27.5Mb,6.88MB,2023-11-24-15-06-28,6880000,2023-11-24 15:06:28
800,2,172.30.74.51,=>,1.71Kb,1.71Kb,1.71Kb,439B,2023-11-24-15-06-28,439,2023-11-24 15:06:28
801,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-06-28,426,2023-11-24 15:06:28
802,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-06-28,0,2023-11-24 15:06:28
803,,172.30.64.1,<=,308b,308b,308b,77B,2023-11-24-15-06-28,77,2023-11-24 15:06:28
804,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-06-28,0,2023-11-24 15:06:28
805,,172.30.64.1,<=,288b,288b,288b,72B,2023-11-24-15-06-28,72,2023-11-24 15:06:28
806,1,172.30.74.51,=>,149Kb,149Kb,149Kb,37.2KB,2023-11-24-14-59-24,37200,2023-11-24 14:59:24
807,,s3-r-w.eu-central-1.amazonaws.com,<=,25.9Mb,25.9Mb,25.9Mb,6.47MB,2023-11-24-14-59-24,6470000,2023-11-24 14:59:24
808,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-14-59-24,410,2023-11-24 14:59:24
809,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-14-59-24,427,2023-11-24 14:59:24
810,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-24,0,2023-11-24 14:59:24
811,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-59-24,154,2023-11-24 14:59:24
812,1,172.30.74.51,=>,147Kb,147Kb,147Kb,36.8KB,2023-11-24-14-58-28,36800,2023-11-24 14:58:28
813,,s3-r-w.eu-central-1.amazonaws.com,<=,27.6Mb,27.6Mb,27.6Mb,6.90MB,2023-11-24-14-58-28,6900000,2023-11-24 14:58:28
814,2,172.30.74.51,=>,960b,960b,960b,240B,2023-11-24-14-58-28,240,2023-11-24 14:58:28
815,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-14-58-28,284,2023-11-24 14:58:28
816,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-28,0,2023-11-24 14:58:28
817,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-58-28,77,2023-11-24 14:58:28
818,1,172.30.74.51,=>,134Kb,134Kb,134Kb,33.5KB,2023-11-24-14-55-33,33500,2023-11-24 14:55:33
819,,s3-r-w.eu-central-1.amazonaws.com,<=,23.2Mb,23.2Mb,23.2Mb,5.81MB,2023-11-24-14-55-33,5810000,2023-11-24 14:55:33
820,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-55-33,409,2023-11-24 14:55:33
821,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-14-55-33,425,2023-11-24 14:55:33
822,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-55-33,0,2023-11-24 14:55:33
823,,l03236.mshome.net,<=,600b,600b,600b,150B,2023-11-24-14-55-33,150,2023-11-24 14:55:33
824,1,172.30.74.51,=>,168Kb,168Kb,168Kb,42.0KB,2023-11-24-15-10-21,42000,2023-11-24 15:10:21
825,,52.219.46.86,<=,7.34Mb,7.34Mb,7.34Mb,1.83MB,2023-11-24-15-10-21,1830000,2023-11-24 15:10:21
826,2,172.30.74.51,=>,0.98Kb,0.98Kb,0.98Kb,252B,2023-11-24-15-10-21,252,2023-11-24 15:10:21
827,,172.30.64.1,<=,2.92Kb,2.92Kb,2.92Kb,747B,2023-11-24-15-10-21,747,2023-11-24 15:10:21
828,3,172.30.74.51,=>,1.25Kb,1.25Kb,1.25Kb,320B,2023-11-24-15-10-21,320,2023-11-24 15:10:21
829,,52.219.169.87,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-10-21,426,2023-11-24 15:10:21
830,1,172.30.74.51,=>,240Kb,240Kb,240Kb,60.0KB,2023-11-24-14-58-56,60000,2023-11-24 14:58:56
831,,s3-r-w.eu-central-1.amazonaws.com,<=,38.3Mb,38.3Mb,38.3Mb,9.57MB,2023-11-24-14-58-56,9570000,2023-11-24 14:58:56
832,2,172.30.74.51,=>,2.15Kb,2.15Kb,2.15Kb,551B,2023-11-24-14-58-56,551,2023-11-24 14:58:56
833,,l03236.mshome.net,<=,3.73Kb,3.73Kb,3.73Kb,956B,2023-11-24-14-58-56,956,2023-11-24 14:58:56
834,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-56,0,2023-11-24 14:58:56
835,,l03236.mshome.net,<=,1.21Kb,1.21Kb,1.21Kb,310B,2023-11-24-14-58-56,310,2023-11-24 14:58:56
836,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-14-58-56,0,2023-11-24 14:58:56
837,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-14-58-56,72,2023-11-24 14:58:56
838,1,172.30.74.51,=>,139Kb,139Kb,139Kb,34.8KB,2023-11-24-14-57-01,34800,2023-11-24 14:57:01
839,,s3-r-w.eu-central-1.amazonaws.com,<=,25.0Mb,25.0Mb,25.0Mb,6.24MB,2023-11-24-14-57-01,6240000,2023-11-24 14:57:01
840,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-57-01,409,2023-11-24 14:57:01
841,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-14-57-01,425,2023-11-24 14:57:01
842,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-01,0,2023-11-24 14:57:01
843,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-57-01,154,2023-11-24 14:57:01
844,1,172.30.74.51,=>,63.6Kb,63.6Kb,63.6Kb,15.9KB,2023-11-24-14-57-41,15900,2023-11-24 14:57:41
845,,3.5.137.114,<=,12.2Mb,12.2Mb,12.2Mb,3.04MB,2023-11-24-14-57-41,3040000,2023-11-24 14:57:41
846,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-57-41,99,2023-11-24 14:57:41
847,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-14-57-41,290,2023-11-24 14:57:41
848,1,172.30.74.51,=>,58.6Kb,58.6Kb,58.6Kb,14.6KB,2023-11-24-15-02-04,14600,2023-11-24 15:02:04
849,,3.5.137.114,<=,10.3Mb,10.3Mb,10.3Mb,2.57MB,2023-11-24-15-02-04,2570000,2023-11-24 15:02:04
850,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-02-04,100,2023-11-24 15:02:04
851,,172.30.64.1,<=,576b,576b,576b,144B,2023-11-24-15-02-04,144,2023-11-24 15:02:04
852,1,172.30.74.51,=>,54.8Kb,54.8Kb,54.8Kb,13.7KB,2023-11-24-15-04-19,13700,2023-11-24 15:04:19
853,,52.219.46.16,<=,13.6Mb,13.6Mb,13.6Mb,3.39MB,2023-11-24-15-04-19,3390000,2023-11-24 15:04:19
854,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-04-19,99,2023-11-24 15:04:19
855,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-04-19,284,2023-11-24 15:04:19
856,1,172.30.74.51,=>,43.3Kb,43.3Kb,43.3Kb,10.8KB,2023-11-24-14-55-48,10800,2023-11-24 14:55:48
857,,s3-r-w.eu-central-1.amazonaws.com,<=,6.90Mb,6.90Mb,6.90Mb,1.72MB,2023-11-24-14-55-48,1720000,2023-11-24 14:55:48
858,2,172.30.74.51,=>,36.4Kb,36.4Kb,36.4Kb,9.09KB,2023-11-24-14-55-48,9090,2023-11-24 14:55:48
859,,52.219.140.58,<=,281Kb,281Kb,281Kb,70.3KB,2023-11-24-14-55-48,70300,2023-11-24 14:55:48
860,3,172.30.74.51,=>,600b,600b,600b,150B,2023-11-24-14-55-48,150,2023-11-24 14:55:48
861,,172.30.64.1,<=,2.34Kb,2.34Kb,2.34Kb,599B,2023-11-24-14-55-48,599,2023-11-24 14:55:48
862,1,172.30.74.51,=>,165Kb,165Kb,165Kb,41.3KB,2023-11-24-15-01-22,41300,2023-11-24 15:01:22
863,,s3-r-w.eu-central-1.amazonaws.com,<=,26.8Mb,26.8Mb,26.8Mb,6.71MB,2023-11-24-15-01-22,6710000,2023-11-24 15:01:22
864,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-15-01-22,339,2023-11-24 15:01:22
865,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-01-22,284,2023-11-24 15:01:22
866,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-01-22,0,2023-11-24 15:01:22
867,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-01-22,154,2023-11-24 15:01:22
868,1,172.30.74.51,=>,136Kb,136Kb,136Kb,33.9KB,2023-11-24-14-59-50,33900,2023-11-24 14:59:50
869,,s3-r-w.eu-central-1.amazonaws.com,<=,25.2Mb,25.2Mb,25.2Mb,6.29MB,2023-11-24-14-59-50,6290000,2023-11-24 14:59:50
870,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-59-50,409,2023-11-24 14:59:50
871,,l03236.mshome.net,<=,2.73Kb,2.73Kb,2.73Kb,698B,2023-11-24-14-59-50,698,2023-11-24 14:59:50
872,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-59-50,0,2023-11-24 14:59:50
873,,l03236.mshome.net,<=,948b,948b,948b,237B,2023-11-24-14-59-50,237,2023-11-24 14:59:50
874,1,172.30.74.51,=>,101Kb,101Kb,101Kb,25.4KB,2023-11-24-15-06-38,25400,2023-11-24 15:06:38
875,,s3-r-w.eu-central-1.amazonaws.com,<=,22.5Mb,22.5Mb,22.5Mb,5.64MB,2023-11-24-15-06-38,5640000,2023-11-24 15:06:38
876,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-11-24-15-06-38,343,2023-11-24 15:06:38
877,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-11-24-15-06-38,432,2023-11-24 15:06:38
878,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-06-38,0,2023-11-24 15:06:38
879,,l03236.mshome.net,<=,1.57Kb,1.57Kb,1.57Kb,401B,2023-11-24-15-06-38,401,2023-11-24 15:06:38
880,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-38,0,2023-11-24 15:06:38
881,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-06-38,154,2023-11-24 15:06:38
882,1,172.30.74.51,=>,135Kb,135Kb,135Kb,33.8KB,2023-11-24-15-00-17,33800,2023-11-24 15:00:17
883,,s3-r-w.eu-central-1.amazonaws.com,<=,28.7Mb,28.7Mb,28.7Mb,7.18MB,2023-11-24-15-00-17,7180000,2023-11-24 15:00:17
884,2,172.30.74.51,=>,564b,564b,564b,141B,2023-11-24-15-00-17,141,2023-11-24 15:00:17
885,,l03236.mshome.net,<=,564b,564b,564b,141B,2023-11-24-15-00-17,141,2023-11-24 15:00:17
886,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-17,0,2023-11-24 15:00:17
887,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-00-17,154,2023-11-24 15:00:17
888,1,172.30.74.51,=>,101Kb,101Kb,101Kb,25.2KB,2023-11-24-15-06-41,25200,2023-11-24 15:06:41
889,,s3-r-w.eu-central-1.amazonaws.com,<=,22.3Mb,22.3Mb,22.3Mb,5.57MB,2023-11-24-15-06-41,5570000,2023-11-24 15:06:41
890,2,172.30.74.51,=>,848b,848b,848b,212B,2023-11-24-15-06-41,212,2023-11-24 15:06:41
891,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,285B,2023-11-24-15-06-41,285,2023-11-24 15:06:41
892,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-06-41,0,2023-11-24 15:06:41
893,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-41,77,2023-11-24 15:06:41
894,4,255.255.255.255,=>,0b,0b,0b,0B,2023-11-24-15-06-41,0,2023-11-24 15:06:41
895,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-15-06-41,68,2023-11-24 15:06:41
896,5,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-06-41,0,2023-11-24 15:06:41
897,,l03236.mshome.net,<=,272b,272b,272b,68B,2023-11-24-15-06-41,68,2023-11-24 15:06:41
898,1,172.30.74.51,=>,158Kb,158Kb,158Kb,39.5KB,2023-11-24-14-58-43,39500,2023-11-24 14:58:43
899,,s3-r-w.eu-central-1.amazonaws.com,<=,26.0Mb,26.0Mb,26.0Mb,6.51MB,2023-11-24-14-58-43,6510000,2023-11-24 14:58:43
900,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-58-43,409,2023-11-24 14:58:43
901,,l03236.mshome.net,<=,2.73Kb,2.73Kb,2.73Kb,698B,2023-11-24-14-58-43,698,2023-11-24 14:58:43
902,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-43,0,2023-11-24 14:58:43
903,,l03236.mshome.net,<=,936b,936b,936b,234B,2023-11-24-14-58-43,234,2023-11-24 14:58:43
904,1,172.30.74.51,=>,64.1Kb,64.1Kb,64.1Kb,16.0KB,2023-11-24-15-05-25,16000,2023-11-24 15:05:25
905,,s3-r-w.eu-central-1.amazonaws.com,<=,12.1Mb,12.1Mb,12.1Mb,3.03MB,2023-11-24-15-05-25,3030000,2023-11-24 15:05:25
906,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-05-25,198,2023-11-24 15:05:25
907,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-05-25,142,2023-11-24 15:05:25
908,1,172.30.74.51,=>,104Kb,104Kb,104Kb,26.1KB,2023-11-24-15-05-28,26100,2023-11-24 15:05:28
909,,s3-r-w.eu-central-1.amazonaws.com,<=,24.8Mb,24.8Mb,24.8Mb,6.19MB,2023-11-24-15-05-28,6190000,2023-11-24 15:05:28
910,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-28,340,2023-11-24 15:05:28
911,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-05-28,284,2023-11-24 15:05:28
912,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-05-28,0,2023-11-24 15:05:28
913,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-05-28,154,2023-11-24 15:05:28
914,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-05-28,0,2023-11-24 15:05:28
915,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-15-05-28,72,2023-11-24 15:05:28
916,1,172.30.74.51,=>,128Kb,128Kb,128Kb,32.1KB,2023-11-24-15-07-58,32100,2023-11-24 15:07:58
917,,s3-r-w.eu-central-1.amazonaws.com,<=,24.0Mb,24.0Mb,24.0Mb,6.00MB,2023-11-24-15-07-58,6000000,2023-11-24 15:07:58
918,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,344B,2023-11-24-15-07-58,344,2023-11-24 15:07:58
919,,l03236.mshome.net,<=,1.70Kb,1.70Kb,1.70Kb,434B,2023-11-24-15-07-58,434,2023-11-24 15:07:58
920,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-07-58,0,2023-11-24 15:07:58
921,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-07-58,154,2023-11-24 15:07:58
922,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-07-58,0,2023-11-24 15:07:58
923,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-15-07-58,72,2023-11-24 15:07:58
924,1,172.30.74.51,=>,131Kb,131Kb,131Kb,32.7KB,2023-11-24-15-00-25,32700,2023-11-24 15:00:25
925,,s3-r-w.eu-central-1.amazonaws.com,<=,21.5Mb,21.5Mb,21.5Mb,5.37MB,2023-11-24-15-00-25,5370000,2023-11-24 15:00:25
926,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-15-00-25,339,2023-11-24 15:00:25
927,,l03236.mshome.net,<=,2.24Kb,2.24Kb,2.24Kb,574B,2023-11-24-15-00-25,574,2023-11-24 15:00:25
928,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-25,0,2023-11-24 15:00:25
929,,l03236.mshome.net,<=,1.23Kb,1.23Kb,1.23Kb,314B,2023-11-24-15-00-25,314,2023-11-24 15:00:25
930,1,172.30.74.51,=>,126Kb,126Kb,126Kb,31.6KB,2023-11-24-15-02-44,31600,2023-11-24 15:02:44
931,,s3-r-w.eu-central-1.amazonaws.com,<=,21.2Mb,21.2Mb,21.2Mb,5.30MB,2023-11-24-15-02-44,5300000,2023-11-24 15:02:44
932,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-11-24-15-02-44,343,2023-11-24 15:02:44
933,,l03236.mshome.net,<=,2.27Kb,2.27Kb,2.27Kb,580B,2023-11-24-15-02-44,580,2023-11-24 15:02:44
934,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-02-44,0,2023-11-24 15:02:44
935,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-02-44,154,2023-11-24 15:02:44
936,1,172.30.74.51,=>,105Kb,105Kb,105Kb,26.3KB,2023-11-24-15-03-57,26300,2023-11-24 15:03:57
937,,s3-r-w.eu-central-1.amazonaws.com,<=,22.9Mb,22.9Mb,22.9Mb,5.74MB,2023-11-24-15-03-57,5740000,2023-11-24 15:03:57
938,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-15-03-57,241,2023-11-24 15:03:57
939,,l03236.mshome.net,<=,1.12Kb,1.12Kb,1.12Kb,286B,2023-11-24-15-03-57,286,2023-11-24 15:03:57
940,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-03-57,0,2023-11-24 15:03:57
941,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-03-57,154,2023-11-24 15:03:57
942,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-15-03-57,0,2023-11-24 15:03:57
943,,l03236.mshome.net,<=,288b,288b,288b,72B,2023-11-24-15-03-57,72,2023-11-24 15:03:57
944,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.4KB,2023-11-24-15-06-26,30400,2023-11-24 15:06:26
945,,s3-r-w.eu-central-1.amazonaws.com,<=,28.1Mb,28.1Mb,28.1Mb,7.02MB,2023-11-24-15-06-26,7020000,2023-11-24 15:06:26
946,2,172.30.74.51,=>,568b,568b,568b,142B,2023-11-24-15-06-26,142,2023-11-24 15:06:26
947,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-06-26,142,2023-11-24 15:06:26
948,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-26,0,2023-11-24 15:06:26
949,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-06-26,154,2023-11-24 15:06:26
950,1,172.30.74.51,=>,51.1Kb,51.1Kb,51.1Kb,12.8KB,2023-11-24-15-04-33,12800,2023-11-24 15:04:33
951,,52.219.46.16,<=,14.0Mb,14.0Mb,14.0Mb,3.51MB,2023-11-24-15-04-33,3510000,2023-11-24 15:04:33
952,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-04-33,100,2023-11-24 15:04:33
953,,172.30.64.1,<=,1.67Kb,1.67Kb,1.67Kb,428B,2023-11-24-15-04-33,428,2023-11-24 15:04:33
954,1,172.30.74.51,=>,112Kb,112Kb,112Kb,28.0KB,2023-11-24-15-04-26,28000,2023-11-24 15:04:26
955,,s3-r-w.eu-central-1.amazonaws.com,<=,28.4Mb,28.4Mb,28.4Mb,7.09MB,2023-11-24-15-04-26,7090000,2023-11-24 15:04:26
956,2,172.30.74.51,=>,1.43Kb,1.43Kb,1.43Kb,365B,2023-11-24-15-04-26,365,2023-11-24 15:04:26
957,,l03236.mshome.net,<=,2.71Kb,2.71Kb,2.71Kb,694B,2023-11-24-15-04-26,694,2023-11-24 15:04:26
958,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-04-26,0,2023-11-24 15:04:26
959,,l03236.mshome.net,<=,924b,924b,924b,231B,2023-11-24-15-04-26,231,2023-11-24 15:04:26
960,1,172.30.74.51,=>,141Kb,141Kb,141Kb,35.3KB,2023-11-24-15-00-31,35300,2023-11-24 15:00:31
961,,s3-r-w.eu-central-1.amazonaws.com,<=,22.5Mb,22.5Mb,22.5Mb,5.62MB,2023-11-24-15-00-31,5620000,2023-11-24 15:00:31
962,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,342B,2023-11-24-15-00-31,342,2023-11-24 15:00:31
963,,l03236.mshome.net,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-15-00-31,290,2023-11-24 15:00:31
964,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-31,0,2023-11-24 15:00:31
965,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-00-31,154,2023-11-24 15:00:31
966,1,172.30.74.51,=>,144Kb,144Kb,144Kb,36.1KB,2023-11-24-15-00-59,36100,2023-11-24 15:00:59
967,,s3-r-w.eu-central-1.amazonaws.com,<=,22.1Mb,22.1Mb,22.1Mb,5.53MB,2023-11-24-15-00-59,5530000,2023-11-24 15:00:59
968,2,172.30.74.51,=>,960b,960b,960b,240B,2023-11-24-15-00-59,240,2023-11-24 15:00:59
969,,l03236.mshome.net,<=,1.61Kb,1.61Kb,1.61Kb,411B,2023-11-24-15-00-59,411,2023-11-24 15:00:59
970,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-59,0,2023-11-24 15:00:59
971,,l03236.mshome.net,<=,932b,932b,932b,233B,2023-11-24-15-00-59,233,2023-11-24 15:00:59
972,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.2KB,2023-11-24-15-05-19,31200,2023-11-24 15:05:19
973,,s3-r-w.eu-central-1.amazonaws.com,<=,27.0Mb,27.0Mb,27.0Mb,6.76MB,2023-11-24-15-05-19,6760000,2023-11-24 15:05:19
974,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-15-05-19,241,2023-11-24 15:05:19
975,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-05-19,142,2023-11-24 15:05:19
976,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-19,0,2023-11-24 15:05:19
977,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-05-19,77,2023-11-24 15:05:19
978,1,172.30.74.51,=>,152Kb,152Kb,152Kb,37.9KB,2023-11-24-14-56-38,37900,2023-11-24 14:56:38
979,,s3-r-w.eu-central-1.amazonaws.com,<=,25.9Mb,25.9Mb,25.9Mb,6.47MB,2023-11-24-14-56-38,6470000,2023-11-24 14:56:38
980,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-56-38,339,2023-11-24 14:56:38
981,,172.30.64.1,<=,2.72Kb,2.72Kb,2.72Kb,696B,2023-11-24-14-56-38,696,2023-11-24 14:56:38
982,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-14-56-38,0,2023-11-24 14:56:38
983,,172.30.64.1,<=,3.13Kb,3.13Kb,3.13Kb,802B,2023-11-24-14-56-38,802,2023-11-24 14:56:38
984,4,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-56-38,0,2023-11-24 14:56:38
985,,172.30.64.1,<=,948b,948b,948b,237B,2023-11-24-14-56-38,237,2023-11-24 14:56:38
986,1,172.30.74.51,=>,149Kb,149Kb,149Kb,37.2KB,2023-11-24-15-11-29,37200,2023-11-24 15:11:29
987,,s3-r-w.eu-central-1.amazonaws.com,<=,20.2Mb,20.2Mb,20.2Mb,5.06MB,2023-11-24-15-11-29,5060000,2023-11-24 15:11:29
988,2,172.30.74.51,=>,84.3Kb,84.3Kb,84.3Kb,21.1KB,2023-11-24-15-11-29,21100,2023-11-24 15:11:29
989,,s3-r-w.eu-central-1.amazonaws.com,<=,13.3Mb,13.3Mb,13.3Mb,3.32MB,2023-11-24-15-11-29,3320000,2023-11-24 15:11:29
990,3,172.30.74.51,=>,88.7Kb,88.7Kb,88.7Kb,22.2KB,2023-11-24-15-11-29,22200,2023-11-24 15:11:29
991,,s3-r-w.eu-central-1.amazonaws.com,<=,9.39Mb,9.39Mb,9.39Mb,2.35MB,2023-11-24-15-11-29,2350000,2023-11-24 15:11:29
992,4,172.30.74.51,=>,87.3Kb,87.3Kb,87.3Kb,21.8KB,2023-11-24-15-11-29,21800,2023-11-24 15:11:29
993,,s3-r-w.eu-central-1.amazonaws.com,<=,8.87Mb,8.87Mb,8.87Mb,2.22MB,2023-11-24-15-11-29,2220000,2023-11-24 15:11:29
994,5,172.30.74.51,=>,2.32Kb,2.32Kb,2.32Kb,594B,2023-11-24-15-11-29,594,2023-11-24 15:11:29
995,,l03236.mshome.net,<=,4.89Kb,4.89Kb,4.89Kb,1.22KB,2023-11-24-15-11-29,1220,2023-11-24 15:11:29
996,6,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-11-29,0,2023-11-24 15:11:29
997,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-11-29,154,2023-11-24 15:11:29
998,1,172.30.74.51,=>,59.2Kb,59.2Kb,59.2Kb,14.8KB,2023-11-24-15-07-47,14800,2023-11-24 15:07:47
999,,52.219.46.16,<=,13.1Mb,13.1Mb,13.1Mb,3.27MB,2023-11-24-15-07-47,3270000,2023-11-24 15:07:47
1000,1,172.30.74.51,=>,124Kb,124Kb,124Kb,30.9KB,2023-11-24-15-06-24,30900,2023-11-24 15:06:24
1001,,s3-r-w.eu-central-1.amazonaws.com,<=,24.7Mb,24.7Mb,24.7Mb,6.17MB,2023-11-24-15-06-24,6170000,2023-11-24 15:06:24
1002,2,172.30.74.51,=>,964b,964b,964b,241B,2023-11-24-15-06-24,241,2023-11-24 15:06:24
1003,,l03236.mshome.net,<=,568b,568b,568b,142B,2023-11-24-15-06-24,142,2023-11-24 15:06:24
